cluster_0;cluster_1;cluster_2;cluster_3;cluster_4;cluster_5;cluster_6
 5.789000e-03; 7.028204e-04; 8.349153e-03; 3.256180e-03; 1.148266e-02; 2.505777e-03;-1.408796e-02
-1.007360e-03; 5.466690e-04;-5.092805e-03; 4.374262e-03;-8.446499e-04; 4.543080e-03; 8.330499e-03
 7.543795e-03; 1.576151e-04; 7.967445e-03; 6.423747e-03; 9.890090e-03; 3.304340e-03; 5.016098e-03
 1.540312e-02; 2.110030e-02; 1.185679e-02; 1.802966e-02; 1.626258e-03; 2.081832e-02; 2.246664e-02
 2.116036e-02; 2.469470e-02; 2.000650e-02; 1.980461e-02; 1.666290e-02; 2.540017e-02; 2.559508e-02
-4.531649e-03;-5.685414e-03;-4.626499e-03;-7.728564e-03;-8.681521e-03;-6.555128e-03;-1.798520e-03
 2.499144e-02; 1.335720e-02; 1.897664e-02; 1.259098e-02; 3.230010e-02; 1.865425e-02; 1.676383e-02
 1.457149e-02; 9.089549e-03; 1.171261e-02; 1.134333e-02; 1.183418e-02; 4.556693e-03;-2.909603e-03
-1.058135e-02;-1.001465e-02;-1.001495e-02;-8.020409e-03;-1.063805e-02;-9.068280e-03;-1.519362e-02
 2.537540e-02; 2.393857e-02; 2.007320e-02; 1.378354e-02; 1.777362e-02; 1.845491e-02; 7.415079e-03
-6.375800e-03;-8.027500e-03;-7.841420e-03;-8.171556e-03; 3.208518e-03; 1.683870e-03;-8.195501e-03
-6.042701e-03;-9.224068e-03;-7.376932e-03;-1.094499e-02;-3.103585e-03;-9.962969e-03;-7.627876e-03
 2.896464e-02; 2.129705e-02; 2.845347e-02; 2.427085e-02; 3.334058e-02; 2.973053e-02; 1.302230e-02
-2.544667e-02;-3.093470e-02;-1.565297e-02;-2.413428e-02;-2.344107e-02;-3.360589e-02;-3.202811e-02
-1.158355e-02;-8.012217e-03;-1.394290e-02;-5.530454e-03;-1.574589e-02;-1.271979e-02;-9.288198e-03
-1.757512e-02;-1.688695e-02;-1.529138e-02;-1.398500e-02;-1.952127e-02;-2.219324e-02;-4.951671e-03
-1.682276e-05;-5.548756e-03; 1.823841e-03; 9.400938e-04; 3.545182e-03;-2.500790e-03;-1.085060e-02
-2.155786e-02;-2.126338e-02;-1.983402e-02;-2.457670e-02;-2.102002e-02;-2.539317e-02;-1.726881e-02
 1.429702e-02; 1.383351e-02; 1.580681e-02; 1.221046e-02; 1.634752e-02; 1.490650e-02; 1.798528e-02
-1.782488e-02;-1.451555e-02;-1.925354e-02;-2.186391e-02;-2.286518e-02;-2.479724e-02;-1.805109e-02
 1.958707e-02; 2.549844e-02; 1.501568e-02; 1.395372e-02; 1.271211e-02; 1.831436e-02; 5.910444e-03
 1.461136e-02; 9.427990e-03; 9.109147e-03; 6.762019e-03; 1.515678e-02; 1.620005e-02; 1.285773e-02
-1.374697e-02;-6.039788e-03;-1.377159e-02;-1.229445e-02;-8.761793e-03;-7.279917e-03;-1.268621e-03
-1.828568e-02;-1.282346e-02;-1.662169e-02;-1.588132e-02;-1.420957e-02;-2.255420e-02;-2.115186e-02
-1.667359e-02;-1.277181e-02;-1.584045e-02;-1.229993e-02;-1.266182e-02;-4.349766e-03;-2.554428e-03
-1.113478e-03;-2.127977e-03;-2.344574e-03; 1.186283e-02;-2.966553e-03; 2.210708e-03;-1.807360e-02
-1.837207e-02;-1.715798e-02;-1.648290e-02;-1.375291e-02;-1.927477e-02;-1.775266e-02;-1.469734e-02
-1.025325e-03;-1.612279e-05;-8.783819e-04;-1.610300e-03; 2.413333e-03; 5.732158e-04;-3.082776e-03
-9.605157e-03;-4.134814e-03;-1.071801e-02;-1.921262e-03;-2.038925e-02;-5.439152e-03; 1.603878e-05
 1.629597e-02; 1.985488e-02; 6.645082e-03; 7.283153e-03; 1.042966e-02; 1.157667e-02; 1.136660e-02
 1.060984e-02; 1.064529e-02; 1.620764e-02; 1.518628e-02; 8.699589e-03; 2.110708e-02; 8.972395e-03
 8.614801e-03; 2.648817e-03; 1.091208e-02; 1.136768e-02; 4.672548e-03; 8.559140e-04; 6.438555e-03
-2.222153e-02;-1.969918e-02;-2.056193e-02;-1.951191e-02;-2.045629e-02;-1.906338e-02;-1.447060e-02
-1.645763e-02;-1.672769e-02;-1.229838e-02;-1.120094e-02;-2.199668e-02;-1.580978e-02;-2.277381e-02
-1.474074e-02;-1.227040e-02;-1.298596e-02;-1.403944e-02;-1.031401e-02;-1.888377e-02;-2.096761e-02
-1.725778e-02;-1.915058e-02;-1.451485e-02;-9.195621e-03;-1.749511e-02;-1.175596e-02;-1.138198e-02
-1.424103e-02;-9.743962e-03;-9.543867e-03;-7.573248e-03;-1.560092e-02;-7.810944e-03; 3.082004e-03
-1.023749e-02;-6.409163e-03;-1.126380e-02;-8.015364e-03;-1.382414e-02;-3.093871e-03; 9.262916e-03
 1.643590e-02; 1.365447e-02; 1.665718e-02; 1.420805e-02; 2.092024e-02; 1.647479e-02; 1.108026e-02
-1.162149e-02;-1.063942e-02;-6.556025e-03;-9.178741e-03;-1.149622e-02;-1.195879e-02;-1.373423e-02
 3.238659e-02; 3.540862e-02; 2.234765e-02; 2.179615e-02; 2.408135e-02; 3.110770e-02; 2.410528e-02
-4.670942e-03;-9.768127e-04;-4.618052e-03;-5.117851e-03;-7.125744e-03;-3.076320e-04; 4.561006e-04
-5.933178e-03; 3.190381e-03;-4.380887e-03;-6.749416e-03;-5.620687e-03; 2.921764e-03; 2.112106e-02
-1.561310e-02;-1.878048e-02;-1.308385e-02;-1.653732e-02;-1.548770e-02;-1.937977e-02;-2.547633e-02
-1.093603e-02;-2.160369e-03;-8.703294e-03;-9.876211e-03;-9.561588e-03;-5.679987e-03; 8.289260e-03
-1.120075e-02;-7.044386e-03;-1.065798e-02;-1.197525e-02;-8.163085e-03;-1.304572e-02;-2.344348e-03
 1.401256e-03; 8.467789e-04;-3.291231e-04; 4.362170e-03; 4.142367e-03; 5.926312e-03; 1.316315e-02
 2.139532e-02; 1.765947e-02; 1.901103e-02; 2.043825e-02; 1.809863e-02; 1.875449e-02; 3.205596e-03
-1.293089e-02;-1.894834e-02;-1.464735e-02;-7.091844e-03;-9.125067e-03;-1.728230e-02;-1.258443e-02
 3.791316e-03; 5.261589e-03; 5.105353e-03; 2.437220e-03; 9.577979e-03; 3.977478e-03; 1.399618e-02
-8.712358e-03;-1.101793e-02;-8.259594e-03; 3.122115e-03;-1.108771e-02;-4.854450e-04;-1.351665e-02
 1.113200e-02; 1.570352e-02; 1.622744e-02; 1.277838e-02;-3.507570e-04; 1.319574e-02; 1.477644e-02
-4.499810e-04;-6.522844e-03;-1.214561e-03;-5.336202e-03; 5.254601e-03; 4.032084e-04;-1.067023e-02
-1.844318e-02;-1.610457e-02;-1.922516e-02;-1.681407e-02;-1.737188e-02;-1.198224e-02;-9.072177e-03
-1.966365e-02;-1.560539e-02;-1.475057e-02;-1.970041e-02;-1.668704e-02;-1.468664e-02;-2.176997e-02
 1.591827e-02; 9.843964e-03; 1.607659e-02; 6.469870e-03; 2.325276e-02; 1.138488e-02;-2.959376e-03
 6.381245e-03; 2.706672e-03; 1.208090e-02; 1.239628e-02;-6.111833e-04; 4.596167e-03; 8.644952e-03
-2.388423e-02;-2.123228e-02;-1.819278e-02;-1.382783e-02;-1.874358e-02;-2.100344e-02;-1.140640e-02
 7.779387e-03; 5.805420e-03; 1.166558e-02; 2.186809e-02; 1.167414e-03; 8.893667e-03; 2.173948e-03
 3.128824e-02; 2.500908e-02; 3.426611e-02; 2.980497e-02; 3.188075e-02; 2.335990e-02; 2.587396e-02
 9.631076e-05; 5.771405e-03; 3.534950e-03;-4.713827e-04;-2.931011e-03;-2.694354e-03; 4.532189e-03
 1.710716e-02; 2.100098e-02; 8.697901e-03; 1.710550e-03; 1.704271e-02; 1.912506e-02; 1.518437e-03
-8.131086e-03;-1.577223e-03;-1.022863e-02;-4.249442e-03;-1.081066e-02;-1.060872e-04;-3.952721e-03
-1.606849e-02;-1.488169e-02;-1.377008e-02;-1.646287e-02;-1.465915e-02;-1.744614e-02;-2.037821e-02
-8.494392e-03;-4.237953e-03;-1.166474e-02;-1.248670e-02;-9.921036e-03;-1.038251e-02;-8.454416e-03
-1.358703e-02;-1.247990e-02;-1.123854e-02;-1.262210e-02;-1.136678e-02;-1.519188e-02;-1.625541e-02
 6.049820e-03; 8.387283e-03; 7.998528e-03; 1.495091e-02; 4.251090e-03; 4.070410e-03; 2.887851e-03
-1.976599e-02;-2.463983e-02;-1.444511e-02;-1.878646e-02;-1.938182e-02;-2.507678e-02;-2.223562e-02
 3.375765e-02; 2.603591e-02; 3.284199e-02; 3.555074e-02; 3.200059e-02; 2.948977e-02; 7.867231e-03
 3.276446e-03; 7.179979e-03; 1.502572e-03; 4.147730e-03; 1.060213e-03; 3.756277e-03; 4.571823e-03
-7.170470e-03;-6.390887e-03;-2.961424e-03;-2.813252e-03;-1.124004e-02;-1.198820e-02;-4.556487e-03
 1.425853e-02; 1.179932e-02; 1.133967e-02; 1.337397e-02; 1.266941e-02; 1.381346e-02; 1.552348e-03
-4.108655e-04; 1.954541e-03;-8.118832e-03;-5.473499e-03; 4.972947e-03; 1.610412e-03; 1.705074e-02
 7.598467e-03;-2.458288e-03; 1.268299e-02;-1.444735e-03; 1.345808e-02; 1.953520e-03;-8.884366e-03
 1.587895e-02; 1.292276e-02; 1.702628e-02; 9.964448e-03; 1.753957e-02; 1.688684e-02; 2.156359e-02
 5.075280e-03; 8.135270e-03; 2.739563e-03; 1.790532e-03; 3.236872e-03; 9.294739e-03; 3.012816e-03
 2.707199e-03; 2.716220e-03;-5.983360e-03;-1.072568e-03;-2.570946e-03; 2.262382e-03;-2.381656e-03
-2.962645e-03; 3.371069e-04;-6.598757e-03;-3.608009e-03;-4.232391e-03; 1.704040e-03;-2.678838e-03
-1.768732e-02;-2.124676e-02;-1.581100e-02;-1.636332e-02;-1.330005e-02;-1.101740e-02;-1.764557e-02
-6.417098e-03;-3.241330e-03;-2.962112e-03; 3.157575e-04;-1.403886e-02;-5.737073e-03; 5.350976e-03
-1.316772e-02;-9.303168e-03;-1.561499e-02;-1.180218e-02;-1.225857e-02;-1.319130e-02; 5.994617e-03
 8.843710e-04;-6.961181e-03;-3.807624e-03;-5.577341e-03; 6.581275e-04; 2.306501e-04;-4.742990e-03
-5.144308e-03;-6.417215e-03;-2.896803e-03;-9.103043e-03;-5.952749e-03;-5.600265e-03; 2.151441e-03
 3.848609e-02; 4.113273e-02; 3.681005e-02; 3.541346e-02; 3.338751e-02; 3.946150e-02; 4.104869e-02
-7.386878e-03;-5.520523e-03;-1.275069e-02;-1.637536e-02;-6.558513e-03;-2.425483e-03;-1.832392e-02
-1.252603e-02;-1.015473e-02;-1.052003e-02;-1.152975e-02;-1.320687e-02;-1.498392e-02; 3.570799e-03
 1.057855e-02; 1.285860e-02; 9.811447e-03; 1.103135e-02; 1.146159e-02; 1.971617e-02; 3.015914e-02
 4.554721e-03; 3.717732e-03; 3.751088e-03; 1.961165e-02;-2.672781e-03; 7.871264e-03; 1.596013e-02
-4.961974e-03;-6.465725e-03;-5.663504e-03;-4.036821e-03; 5.337977e-04; 8.098432e-04;-2.136602e-02
-1.567639e-02;-1.288729e-02;-1.773167e-02;-1.464254e-02;-1.051546e-02;-2.176381e-02;-1.319227e-02
 2.701175e-02; 3.083419e-02; 2.159141e-02; 2.036241e-02; 3.324692e-02; 2.390606e-02; 2.467878e-02
 3.876811e-02; 3.715280e-02; 3.698893e-02; 4.547848e-02; 3.301838e-02; 3.781232e-02; 3.776254e-02
 2.470997e-02; 1.369299e-02; 3.154602e-02; 2.667076e-02; 3.216381e-02; 1.668646e-02; 4.918548e-03
 1.194010e-02; 1.064266e-02; 7.692644e-03; 6.498476e-03; 1.108592e-02; 8.631958e-03; 1.203360e-02
 5.993817e-03; 1.601761e-03; 2.494983e-03; 3.664557e-03; 1.547692e-04; 2.742400e-03; 5.707875e-03
-2.537156e-02;-2.582877e-02;-2.293158e-02;-1.780821e-02;-2.261229e-02;-1.350122e-02;-2.323066e-02
-8.490764e-03;-1.165162e-02;-9.228224e-03;-1.281082e-02;-7.186860e-03;-5.227366e-03;-1.586831e-02
-1.513718e-02;-1.470051e-02;-5.104157e-03;-1.058585e-02;-1.317018e-02;-1.420921e-02;-7.878581e-03
 8.903574e-03; 1.072154e-02; 1.047271e-02; 9.765346e-03; 7.530240e-03; 6.639251e-03; 2.183301e-02
 4.603115e-02; 4.295384e-02; 4.418228e-02; 5.270763e-02; 3.642967e-02; 3.948031e-02; 3.098898e-02
 1.663505e-03;-1.049031e-03; 5.120066e-03;-1.808713e-03; 7.891288e-03;-1.295739e-03;-4.409338e-04
 7.377649e-03; 7.343871e-03; 5.441506e-03; 4.608877e-03; 7.597897e-03; 1.118722e-02; 6.124521e-03
-1.476012e-02;-1.549000e-02;-1.387970e-02;-1.297103e-02;-8.008996e-03;-1.791663e-02;-7.253387e-03
-9.745666e-03;-3.530123e-03;-6.774899e-03;-6.331307e-03;-1.272383e-02;-7.200589e-03; 6.749607e-03
 1.926081e-02; 2.574953e-02; 1.785660e-02; 1.807667e-02; 1.823879e-02; 1.805348e-02; 2.426009e-02
-3.014049e-02;-3.311454e-02;-2.780165e-02;-3.379076e-02;-3.126537e-02;-3.286585e-02;-3.059328e-02
 7.644185e-03; 8.886180e-03; 7.928594e-03; 5.327233e-03; 9.552472e-03; 8.835434e-03; 1.793996e-02
