cluster_0;cluster_1;cluster_2;cluster_3;cluster_4;cluster_5;cluster_6
-9.791300e-03;-1.051373e-02;-1.387897e-02;-1.218398e-02;-1.406964e-02;-1.120753e-02;-1.024819e-02
 4.686417e-03; 5.005563e-03; 1.223878e-02; 3.779035e-03; 6.082828e-03; 4.981214e-03; 5.437520e-03
 1.059691e-02; 1.881838e-02; 1.628938e-02; 1.179358e-02; 2.101884e-02; 2.445652e-02; 2.669144e-02
-2.732359e-02;-2.877988e-02;-2.953760e-02;-2.856692e-02;-2.961479e-02;-2.238872e-02;-2.215027e-02
-1.710887e-02;-1.644357e-02;-1.579013e-02;-9.400815e-03;-1.509687e-02;-1.200210e-02;-1.125932e-02
-5.025050e-03;-5.189304e-03;-1.035092e-02;-8.826369e-03; 8.007337e-04; 1.264582e-02; 7.962994e-03
-1.739591e-02;-1.676757e-02;-1.833026e-02;-1.517071e-02;-1.668215e-02;-1.175306e-02;-1.605415e-02
-1.271968e-02;-1.540151e-02;-1.104494e-02;-1.583648e-02;-1.530755e-02;-2.136005e-02;-2.172821e-02
-1.825765e-02;-2.298547e-02;-1.859153e-02;-2.075061e-02;-2.210347e-02;-2.040249e-02;-2.886872e-02
 2.968555e-02; 2.796980e-02; 2.915983e-02; 2.663455e-02; 2.615534e-02; 4.432766e-02; 4.324993e-02
 1.601134e-02; 1.767715e-02; 1.529927e-02; 1.564356e-02; 1.313623e-02; 2.343166e-02; 3.165205e-02
-8.819268e-03;-1.355312e-02;-4.048537e-03;-4.737554e-03;-1.361411e-02;-1.993343e-02;-4.432362e-03
 3.949288e-03; 4.743889e-03; 1.325380e-03;-3.369797e-03; 2.606672e-04; 1.653542e-02; 6.405153e-03
 1.466847e-02; 1.167535e-02; 1.292594e-02; 1.016353e-02; 1.789751e-02; 2.258248e-02;-1.537550e-03
-2.504152e-02;-2.996537e-02;-2.222895e-02;-2.353649e-02;-2.352827e-02;-2.311825e-02;-3.249988e-02
 4.752504e-04;-1.294506e-03; 2.940001e-03; 7.671069e-03; 9.756704e-03;-6.847249e-03;-1.043370e-02
 9.785073e-03; 8.555648e-03; 1.771767e-02; 2.550249e-03; 6.248314e-03;-2.418026e-04; 8.977862e-03
-3.262827e-03; 4.135408e-03;-7.144681e-03; 2.460915e-03; 3.969254e-04;-8.186909e-04; 4.185382e-03
-1.320847e-02;-1.386802e-02;-8.817003e-03;-1.844726e-02;-1.346787e-02;-3.175155e-02;-2.104404e-02
 3.492714e-03; 8.581593e-03; 4.912754e-03; 3.201239e-03;-2.402492e-03; 1.516847e-02; 1.929766e-02
-1.827184e-03; 2.635621e-03;-3.592440e-04;-2.942258e-03;-7.261977e-04; 6.502787e-03; 3.208391e-03
 5.374992e-03; 6.310304e-03; 7.150847e-03; 6.805591e-03; 1.369869e-02; 5.044618e-03; 1.616017e-02
-2.375947e-02;-2.259910e-02;-2.089109e-02;-2.178839e-02;-2.439072e-02;-2.822245e-02;-1.514657e-02
 2.808051e-03;-2.270193e-04; 1.022034e-02; 6.591978e-03; 8.050957e-04;-5.798129e-03;-7.725919e-04
-3.459225e-03;-6.621120e-04;-5.618823e-04; 2.602967e-03; 1.013670e-03;-3.367033e-04; 3.142407e-03
-2.438543e-02;-2.371441e-02;-2.225069e-02;-2.017908e-02;-2.421436e-02;-1.813864e-02;-1.843227e-02
-1.196623e-02;-1.211921e-02;-6.358737e-03;-1.417098e-02;-8.348234e-03;-1.175983e-02;-1.810542e-02
-6.242082e-03; 1.187095e-03;-9.332735e-03;-1.184982e-02; 1.433922e-03;-9.034717e-05;-1.974637e-03
-2.518426e-02;-2.372268e-02;-2.689243e-02;-2.820017e-02;-2.300963e-02;-2.770052e-02;-1.036151e-02
-2.807798e-03;-2.551046e-03;-7.842456e-03;-1.925470e-03; 6.042600e-03; 5.704157e-03;-9.838156e-03
-2.087416e-02;-2.682630e-02;-1.847410e-02;-1.983865e-02;-2.680166e-02;-2.974545e-02;-1.614139e-02
 2.945785e-02; 4.667824e-02; 3.243429e-02; 2.647462e-02; 2.966158e-02; 6.365248e-02; 5.580125e-02
 1.415905e-02; 2.046386e-02; 1.087723e-02; 2.254921e-02; 2.597477e-02; 1.320728e-02; 2.201078e-03
 2.482056e-04; 2.978393e-03;-5.834454e-03;-3.408289e-03; 1.718001e-03; 6.970573e-03;-1.843714e-03
 3.955311e-02; 2.954809e-02; 3.774834e-02; 3.972126e-02; 3.489287e-02; 1.771085e-02; 1.516811e-02
-5.601062e-03;-3.417650e-05;-2.518938e-03;-3.320972e-03;-3.194351e-03; 5.744333e-03;-4.410281e-04
 1.826218e-02; 1.541270e-02; 1.763178e-02; 1.946538e-02; 1.671603e-02; 1.039329e-02; 1.657055e-02
-4.404437e-03;-2.632841e-03; 9.814348e-03;-4.730664e-03;-1.304395e-02;-1.086954e-02;-1.089957e-02
-1.475246e-02;-1.798757e-02;-9.580906e-03;-3.752810e-03;-1.850098e-02;-2.374270e-02;-2.045387e-02
-1.637865e-02;-1.167980e-02;-1.341357e-02;-1.796386e-02;-1.671740e-02;-4.531048e-03; 3.092451e-03
-1.176684e-02;-7.822788e-03;-1.421612e-02;-1.571352e-02;-3.769351e-03;-1.132367e-02;-3.176950e-02
 3.601967e-04;-4.654911e-03; 8.360106e-03; 2.532088e-03;-2.786186e-03;-6.698058e-03;-5.722809e-03
-4.309923e-03;-8.635327e-03; 5.460668e-03; 3.984440e-03;-2.314424e-03;-2.255267e-02;-1.329968e-02
-2.609773e-02;-2.809461e-02;-2.355544e-02;-1.885145e-02;-2.278835e-02;-1.721572e-02;-2.506133e-02
 1.846426e-02; 1.401145e-02; 1.606517e-02; 2.449314e-02; 2.128228e-02;-9.348594e-03; 5.566426e-03
 1.095648e-02; 8.515621e-03; 4.245332e-03; 1.555715e-02; 8.416161e-03; 3.464266e-03; 4.727598e-03
 3.009766e-03; 9.850794e-03; 2.445522e-03;-2.494437e-03; 2.638205e-03; 2.714126e-02; 3.024124e-02
-1.604209e-02;-1.591466e-02;-1.552158e-02;-2.285669e-02;-1.865412e-02;-2.570666e-02;-1.610329e-02
 2.199976e-02; 2.671706e-02; 2.501276e-02; 1.953249e-02; 1.937913e-02; 3.936039e-02; 2.838579e-02
 3.910712e-02; 3.916767e-02; 3.882966e-02; 4.221795e-02; 4.242994e-02; 3.199990e-02; 4.255063e-02
-1.518883e-03;-1.793987e-03; 2.149052e-03;-5.949562e-03;-1.049476e-04; 6.728457e-03; 7.332516e-03
 2.460157e-03; 4.320452e-03;-6.208110e-03;-6.163146e-03; 3.450065e-03; 1.346498e-02; 8.223275e-03
-1.520762e-02;-1.299622e-02;-8.536340e-03;-8.673328e-03;-6.491551e-03;-1.296331e-02;-1.597342e-02
 1.784791e-02; 1.952406e-02; 1.392886e-02; 1.797178e-02; 1.989114e-02; 2.227020e-02; 3.823226e-02
-4.115165e-03;-4.347660e-03;-6.387198e-03;-1.032090e-02;-7.114612e-03; 3.586406e-03;-3.000980e-03
-2.330983e-02;-1.802375e-02;-2.136392e-02;-1.496086e-02;-2.151807e-02;-2.655621e-02;-2.251953e-02
-1.431114e-02;-1.542775e-02;-1.037529e-02;-1.230785e-02;-1.539849e-02;-1.025405e-02;-6.097626e-03
 3.791348e-02; 2.928902e-02; 3.901620e-02; 4.419731e-02; 3.053217e-02; 8.046928e-03; 2.387394e-02
-7.614104e-03;-1.018312e-02;-7.878099e-03;-7.469416e-03;-1.025251e-02;-4.848019e-03;-9.188325e-03
-2.452032e-02;-2.124274e-02;-2.308128e-02;-2.261081e-02;-2.294856e-02;-1.034150e-02;-1.693685e-02
-1.953224e-04; 2.667017e-04; 3.881486e-03;-2.206019e-04; 2.648472e-03; 1.883067e-02; 1.224570e-03
-4.355598e-03;-7.094625e-03;-7.036130e-03; 3.945881e-03; 3.942751e-03;-2.517888e-03;-8.540802e-03
-1.686762e-03; 1.833248e-03;-2.648612e-03;-2.538477e-03;-4.893889e-03; 8.729623e-03; 4.253844e-03
 2.168404e-02; 2.262471e-02; 1.927464e-02; 1.858183e-02; 1.277760e-02; 3.148877e-02; 3.934694e-02
-1.771514e-02;-2.316057e-02;-2.134445e-02;-1.435186e-02;-1.783140e-02;-3.064573e-02;-3.405564e-02
 5.434972e-02; 5.069602e-02; 6.353954e-02; 5.826198e-02; 5.961040e-02; 2.964081e-02; 4.688022e-02
-1.739131e-02;-2.175727e-02;-2.374322e-02;-1.893565e-02;-1.842552e-02;-2.332429e-02;-2.825035e-02
-1.624533e-02;-1.834901e-02;-1.545951e-02;-1.307613e-02;-1.443666e-02;-1.142178e-02;-1.749641e-02
 7.195173e-04; 4.857750e-03;-2.165561e-03;-4.837564e-03; 1.059556e-02; 8.833079e-03; 3.197274e-03
-1.930662e-02;-2.562647e-02;-1.634624e-02;-2.092488e-02;-2.292585e-02;-3.148507e-02;-3.454883e-02
 1.916081e-02; 2.221053e-02; 2.271170e-02; 1.902967e-02; 1.649062e-02; 2.961380e-02; 3.117829e-02
-1.095751e-02;-1.025354e-02;-6.526531e-03;-1.368276e-02;-1.629968e-02; 1.861573e-03;-6.028728e-03
-5.875547e-03;-1.458941e-04;-1.502329e-02;-1.026475e-02; 2.814246e-03; 2.961374e-02; 4.960682e-03
-1.141441e-02;-1.118663e-02;-7.030233e-03;-8.264149e-03;-1.532319e-02;-5.250611e-03;-1.600205e-02
-5.012281e-03;-1.064684e-02;-1.250121e-02;-1.298721e-02;-1.294180e-02;-1.308586e-02;-6.635242e-03
 1.793788e-02; 1.391843e-02; 1.231959e-02; 1.617105e-02; 1.543565e-02; 1.192120e-02; 9.156695e-03
 6.888520e-03; 6.608561e-03; 7.821723e-03; 9.440471e-03; 6.411343e-03;-3.522715e-03; 1.535763e-03
 4.767162e-02; 5.449984e-02; 4.826008e-02; 4.546323e-02; 4.900456e-02; 5.592115e-02; 6.371544e-02
-2.073555e-02;-1.534006e-02;-2.231313e-02;-2.757311e-02;-2.141242e-02; 9.843607e-05;-1.223732e-02
 4.665775e-03;-3.956265e-03;-6.733356e-04; 2.329582e-03; 1.445953e-04;-1.904988e-02;-6.007974e-03
 3.269644e-02; 3.565646e-02; 2.350645e-02; 3.341134e-02; 3.771314e-02; 2.573080e-02; 2.353739e-02
-2.238870e-02;-2.055483e-02;-2.727037e-02;-2.141613e-02;-2.006533e-02;-1.063466e-02;-1.502359e-02
-1.383350e-02;-1.297062e-02;-1.469342e-02;-1.212097e-02;-1.853276e-02;-3.381731e-03;-6.251227e-03
 1.165493e-02; 1.434575e-02; 1.687626e-02; 1.026779e-02; 1.501430e-02; 1.041891e-02;-2.602117e-03
 7.654396e-03; 1.547732e-02; 8.766960e-03; 1.048323e-02; 1.199780e-02; 1.864444e-02; 2.350720e-02
-2.558843e-02;-2.964903e-02;-3.039587e-02;-3.018903e-02;-2.095745e-02;-3.325514e-02;-3.497664e-02
-2.320338e-03;-1.434069e-03; 3.059161e-03;-5.686652e-03; 8.932037e-04;-3.767661e-03;-1.213579e-02
-6.746906e-03; 3.764999e-03;-7.056485e-03;-7.232788e-03;-2.901113e-03; 1.902490e-02; 6.238952e-03
