cluster_0;cluster_1;cluster_2;cluster_3;cluster_4;cluster_5;cluster_6
-1.535497e-02;-1.390716e-02;-1.624103e-02;-2.991780e-02;-1.988983e-02;-5.844449e-03;-1.979869e-02
-2.263388e-03;-3.691429e-03; 6.295501e-04;-1.476508e-03; 7.517134e-04; 9.871944e-03; 8.258162e-03
 3.428156e-03; 1.323228e-02;-1.046480e-03; 2.856452e-04; 1.023837e-02; 1.714680e-02; 2.066381e-02
-2.985273e-02;-3.200034e-02;-3.229942e-02;-3.202663e-02;-2.720159e-02;-2.768533e-02;-3.106840e-02
-1.888684e-02;-1.504399e-02;-1.700227e-02;-1.011210e-02;-2.081759e-02;-1.633685e-03; 2.226598e-04
-5.141187e-03;-3.206048e-03;-7.551486e-03;-4.485011e-03; 6.810444e-04; 1.622735e-02; 1.211494e-02
-4.904475e-03; 9.693732e-04;-5.591513e-03;-6.312501e-04; 1.102133e-03; 1.013308e-02; 1.546808e-03
-8.796943e-03;-1.582761e-02;-7.652418e-03;-9.418203e-03;-9.920798e-03;-3.907304e-02;-1.512817e-02
-1.533499e-02;-1.788249e-02;-1.395643e-02;-1.818870e-02;-1.545824e-02;-1.134968e-02;-1.928602e-02
 3.653680e-02; 4.052111e-02; 2.964260e-02; 3.871213e-02; 3.570092e-02; 5.888806e-02; 6.414733e-02
-2.264484e-02;-1.802921e-02;-1.992779e-02;-2.581374e-02;-1.463549e-02;-1.609763e-03;-2.151731e-03
-9.526052e-04; 2.693704e-03; 7.792555e-03; 1.005321e-02; 5.033790e-03;-7.692567e-04; 9.686864e-03
-3.242687e-02;-3.549866e-02;-4.196860e-02;-3.989594e-02;-4.548375e-02;-4.347462e-02;-4.078039e-02
 4.914335e-02; 4.476259e-02; 4.177466e-02; 4.238357e-02; 6.214807e-02; 5.095715e-02; 2.927106e-02
-2.730267e-02;-2.726852e-02;-2.831433e-02;-2.960723e-02;-2.336275e-02;-1.830669e-02;-3.704747e-02
 1.759744e-02; 5.021749e-03; 1.407458e-02; 2.467481e-02; 1.346145e-02;-1.848273e-02;-1.488934e-02
 4.422393e-02; 4.259636e-02; 5.939044e-02; 3.428257e-02; 4.527106e-02; 2.503186e-02; 3.892890e-02
-1.074653e-03; 1.167633e-02;-5.137146e-04; 6.272537e-03; 1.081651e-03; 5.860668e-03; 1.264201e-02
-7.567610e-03;-1.240917e-02; 7.903623e-04;-1.236044e-02;-1.029626e-02;-2.717132e-02;-1.175932e-02
-2.920831e-02;-2.682864e-02;-3.254243e-02;-2.850888e-02;-2.899290e-02;-2.049570e-02;-2.012782e-02
 1.457926e-03; 8.308952e-03;-1.226956e-03; 8.717703e-03; 8.292984e-03; 8.244048e-03;-5.518547e-03
-1.421499e-03;-2.250917e-03; 1.552963e-03; 7.544296e-03; 2.323497e-03;-6.145389e-03; 1.133091e-02
-3.098907e-02;-2.901063e-02;-2.833662e-02;-3.202328e-02;-3.218433e-02;-2.719224e-02;-9.770828e-03
-1.555571e-02;-1.349330e-02;-2.279468e-04;-1.720594e-02;-1.720516e-02;-1.144695e-02;-6.908322e-03
-1.286647e-02;-1.993714e-02;-1.269614e-02;-5.379838e-03;-1.454552e-02;-3.584512e-02;-2.594168e-02
-1.350305e-02;-1.087203e-02;-1.485934e-02;-1.225375e-02;-1.194971e-02;-1.493581e-03; 1.828829e-03
-2.462816e-03;-2.611958e-03;-2.747677e-03;-1.012455e-02; 8.684096e-03;-1.257038e-02;-1.492684e-02
-2.188337e-02;-1.174013e-02;-2.352453e-02;-2.413212e-02;-2.052935e-02;-9.062842e-03;-1.623650e-02
-3.135785e-02;-2.995729e-02;-3.456218e-02;-2.589002e-02;-2.813441e-02;-3.366625e-02;-2.834137e-02
-1.979638e-02;-2.260590e-02;-2.270033e-02;-1.154416e-02;-1.719562e-02;-1.797858e-02;-1.865095e-02
-3.018125e-02;-3.431866e-02;-2.593946e-02;-3.087186e-02;-3.492829e-02;-4.921591e-02;-3.068964e-02
 2.903199e-03; 1.206337e-02; 7.644081e-03;-2.275811e-03; 6.964943e-03; 3.181310e-02; 2.106381e-02
-1.527142e-02;-5.667214e-03;-1.075290e-02;-1.073876e-02;-1.301323e-02;-4.460415e-03;-3.674502e-03
-1.658048e-02;-1.418374e-02;-1.152837e-02;-1.182376e-02;-3.393530e-03;-1.693930e-02;-1.775347e-02
 7.510757e-03; 1.264806e-03; 6.631839e-03; 1.214693e-02; 3.886682e-03;-2.519965e-03;-6.390854e-03
-4.060110e-03; 4.937757e-03; 2.714122e-03;-3.602718e-03;-1.374412e-03; 2.562657e-02; 6.938884e-03
 5.291930e-02; 4.826724e-02; 5.021923e-02; 4.461964e-02; 4.832948e-02; 3.048910e-02; 4.122997e-02
 1.059064e-02; 7.240527e-03; 2.862031e-02; 7.424104e-04; 1.628930e-03;-1.835538e-02;-7.399704e-03
-4.072914e-02;-5.045882e-02;-3.785606e-02;-3.632785e-02;-4.105659e-02;-6.433197e-02;-5.486514e-02
-9.671392e-03;-6.558589e-03;-1.212226e-02;-3.751123e-03;-7.890526e-03;-3.655498e-03; 1.141916e-02
-3.269848e-03;-9.381277e-03;-1.323037e-02;-8.823706e-03; 1.123785e-02;-1.504808e-02;-3.312729e-02
-5.956110e-03;-9.642131e-03;-3.047337e-03;-5.970464e-03;-3.117293e-03;-2.117262e-02;-2.395019e-02
-1.688292e-02;-2.232859e-02;-1.006921e-02;-1.497506e-02;-1.772575e-02;-4.622858e-02;-1.654915e-02
-9.047646e-03;-1.153870e-02;-8.915488e-03;-1.381919e-03;-4.547723e-03;-1.076644e-02;-1.058404e-02
-1.950965e-02;-2.425233e-02;-1.546956e-02;-1.118730e-02;-1.653555e-02;-3.532832e-02;-2.595432e-02
-1.268127e-02;-1.980626e-02;-1.642833e-02;-5.813799e-03;-2.336030e-02;-2.947504e-02;-2.042368e-02
-1.207282e-02;-6.625384e-03;-1.509880e-02;-2.133189e-02;-1.472108e-02; 6.446960e-03; 5.514986e-03
-1.998560e-02;-1.776484e-02;-2.712709e-02;-2.710419e-02;-2.181568e-02;-9.672841e-03;-1.729885e-03
 1.971785e-02; 1.963635e-02; 2.583820e-02; 1.793708e-02; 1.977350e-02; 3.390227e-02; 2.289406e-02
 7.988395e-02; 8.108713e-02; 8.173621e-02; 7.642871e-02; 8.340673e-02; 7.539260e-02; 8.232430e-02
 2.948955e-04; 3.770427e-03; 8.081607e-03;-4.619770e-03; 6.836636e-03; 1.040697e-02; 1.690549e-02
 1.564613e-02; 2.729952e-02; 1.912472e-03; 4.264195e-03; 2.870859e-02; 6.661922e-02; 4.037782e-02
-8.981265e-03;-6.336648e-03;-1.895458e-03; 2.546742e-03; 1.331376e-03;-5.976989e-03;-1.046769e-02
 3.772280e-04;-8.882302e-04;-7.121573e-03;-3.550867e-03; 5.764483e-04; 5.063120e-03; 1.609185e-02
 1.403533e-02; 2.380323e-02; 1.184768e-02; 4.640457e-03; 1.823084e-02; 4.596152e-02; 1.696222e-02
-2.297269e-02;-1.708806e-02;-1.230034e-02;-1.139702e-02;-2.287880e-02;-2.771513e-02;-2.839707e-02
-4.875175e-03;-1.052410e-02;-3.164112e-03; 3.804204e-03;-3.153228e-03;-1.396964e-03;-8.655527e-03
 4.529152e-02; 3.654765e-02; 4.171811e-02; 4.394317e-02; 2.502353e-02; 1.441435e-03; 1.666518e-02
-1.168476e-02;-1.562726e-02;-1.438045e-02;-5.293847e-03;-1.449541e-02;-2.193228e-02;-1.769077e-02
-2.177373e-02;-2.360323e-02;-2.650080e-02;-2.101264e-02;-2.666716e-02;-3.152025e-02;-3.705253e-02
