cluster_0;cluster_1;cluster_2;cluster_3;cluster_4;cluster_5;cluster_6
-2.286630e-02;-2.483419e-02;-2.109828e-02;-1.797654e-02;-2.435698e-02;-2.278246e-02;-3.459143e-02
-3.267079e-03; 2.042695e-03;-3.788437e-03;-7.972443e-03;-1.264938e-03; 4.067937e-03; 1.359660e-03
 7.006930e-03; 1.537064e-02;-2.088015e-03; 1.416061e-03; 9.149901e-03; 2.071555e-02; 3.904381e-02
-6.111501e-03;-7.173252e-03;-6.367775e-03;-5.020755e-03;-5.701520e-04;-7.012033e-03;-4.637104e-03
-1.994373e-02;-1.620798e-02;-1.349173e-02;-7.047394e-03;-1.713410e-02; 2.195031e-03; 4.129782e-03
-3.719593e-03;-1.225781e-03;-1.157328e-02;-6.044145e-03; 2.704952e-03; 1.369282e-02; 2.415448e-02
 1.218608e-03; 8.530877e-04;-1.481318e-03;-3.317494e-03;-8.578244e-04;-4.081752e-03; 5.089689e-03
-3.186092e-03;-1.098640e-02;-3.839318e-03; 3.284240e-03;-9.265105e-03;-3.276466e-02;-5.951392e-03
 3.200192e-03; 9.443323e-03;-3.583644e-03;-1.174341e-02;-3.064164e-04; 1.593190e-02; 6.457495e-03
 4.974370e-02; 4.780040e-02; 4.567785e-02; 5.520656e-02; 5.164072e-02; 5.482419e-02; 6.737233e-02
-2.741211e-02;-2.099162e-02;-2.194343e-02;-2.698657e-02;-1.205520e-02; 4.307503e-03;-3.774951e-04
-6.292723e-03; 4.359365e-03; 5.763058e-03; 3.704583e-03; 1.704989e-04; 1.156418e-02; 1.033635e-02
-2.137783e-02;-2.750748e-02;-2.653313e-02;-2.742820e-02;-3.133239e-02;-3.770379e-02;-2.333218e-02
 3.808446e-02; 3.037449e-02; 2.402518e-02; 2.579630e-02; 5.608630e-02; 3.622869e-02; 2.240485e-02
-2.219644e-02;-3.169121e-02;-2.513169e-02;-2.204377e-02;-2.487106e-02;-2.767397e-02;-1.895460e-02
 2.024891e-02; 7.807606e-03; 2.661599e-02; 2.976031e-02; 2.224763e-02;-1.948520e-02;-1.589783e-02
 5.523788e-02; 4.512956e-02; 6.834850e-02; 4.725086e-02; 5.392345e-02; 2.663825e-02; 3.061702e-02
-1.478220e-02;-3.847374e-03;-1.927990e-02;-1.272576e-02;-2.393030e-02;-2.499601e-02;-1.151793e-02
 2.159801e-03;-6.087752e-03; 1.382359e-02;-1.962317e-03;-1.159272e-03;-3.117137e-02; 4.588456e-03
-3.939288e-02;-3.932668e-02;-4.276206e-02;-3.467875e-02;-3.735160e-02;-2.282285e-02;-3.982909e-02
 6.241356e-03; 7.015452e-03; 7.863502e-03; 1.836563e-02; 9.434836e-03;-9.706021e-03;-1.622242e-02
