cluster_0;cluster_1;cluster_2;cluster_3;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;cluster_12;cluster_13;cluster_14;cluster_15;cluster_16;cluster_17;cluster_18
 3.893442e-03;-3.213016e-04; 3.577493e-02;-2.309489e-04;-1.411479e-03;-8.462642e-04; 1.193901e-02;-8.250121e-03; 9.124379e-03;-8.006218e-03; 3.712636e-03; 7.156958e-03;-3.583868e-03; 3.521535e-02; 1.152918e-02; 1.510792e-02; 4.088212e-02; 1.985199e-02; 3.474972e-02
 1.833393e-02; 2.392832e-02; 2.477006e-03; 2.447944e-02; 1.695165e-02; 1.488463e-02; 2.509963e-02; 1.986817e-02; 9.647708e-03; 2.098297e-02; 3.441337e-02; 2.697274e-02; 3.006868e-02; 2.901587e-02; 1.683404e-02; 5.406085e-02; 7.176908e-02; 4.998662e-02; 4.315250e-02
 4.344460e-02; 2.757794e-02; 3.262397e-02; 4.224733e-02; 3.682814e-02; 4.056363e-02; 3.135595e-02; 3.830463e-02; 3.827089e-02; 3.033819e-02; 5.300845e-02; 3.848707e-02; 5.390404e-02; 2.791506e-02; 3.548475e-02; 3.271530e-02; 2.797440e-02; 2.369458e-02; 2.509100e-02
 7.447474e-03; 2.284612e-03;-7.439522e-03; 1.491880e-02; 4.710666e-03; 7.758210e-03; 5.476679e-03; 6.599618e-03; 8.800905e-03; 6.650474e-03; 1.377898e-02; 9.719920e-03; 1.294262e-02;-3.649224e-03; 1.053986e-02; 1.849212e-02; 2.540039e-02; 6.552256e-03; 1.198531e-02
-3.034136e-02;-2.434323e-02;-1.663607e-02;-2.186603e-02;-2.601775e-02;-2.928478e-02;-2.475560e-02;-3.436244e-02;-1.611781e-02;-3.909081e-02;-1.309033e-02;-1.123546e-02;-2.236928e-02;-1.815481e-02;-2.246769e-02;-1.832676e-02;-2.742242e-03;-4.954773e-02;-1.963802e-02
 1.644911e-02; 7.896278e-03; 3.824987e-02; 3.020478e-02; 2.356901e-02; 1.366709e-02; 3.608052e-03; 9.158296e-03; 2.564817e-02; 8.603512e-03; 1.892342e-02; 1.399467e-02; 1.826910e-02; 1.727665e-02;-1.493911e-03; 3.532675e-02; 1.092533e-02; 1.282975e-02; 1.478272e-02
 2.284902e-02; 2.419840e-02; 4.954687e-02; 4.264738e-02; 2.938882e-02; 2.633555e-02; 3.834123e-02; 2.848890e-02; 3.785056e-02; 2.623651e-02; 2.801868e-02; 2.330379e-02; 1.101056e-02; 2.601025e-02; 2.980821e-02; 4.363830e-02; 6.926176e-02; 1.974917e-02; 5.658277e-02
-2.823148e-03;-9.096795e-03; 1.522155e-03;-1.219660e-02;-1.315481e-02;-2.659077e-02;-1.031849e-02;-3.081336e-02;-1.412471e-02;-2.993853e-02;-1.532103e-02;-1.837641e-02;-6.760285e-03;-1.573163e-03; 3.386731e-03;-1.555148e-02; 1.193191e-02; 4.627565e-02; 3.954650e-02
 3.817909e-02; 3.174672e-02;-6.147933e-03; 4.677173e-02; 2.975860e-02; 3.760613e-02; 2.590695e-02; 3.697414e-02; 2.507136e-02; 3.695460e-02; 3.456237e-02; 4.247820e-02; 4.010479e-02; 2.111640e-02; 2.329925e-02; 3.257644e-02; 1.009902e-02;-1.086145e-02; 2.719492e-02
-2.982090e-02;-1.909187e-02;-1.092306e-02; 7.339590e-03;-1.381934e-02;-9.531016e-03;-9.770401e-03;-6.942488e-03;-1.294072e-02;-6.190918e-03;-7.955546e-03;-2.875961e-02;-4.244659e-02;-6.211436e-03;-1.029635e-02;-3.657059e-02;-2.168150e-02;-2.270889e-02;-5.610320e-02
 3.921628e-02; 2.757020e-02; 2.155529e-02; 2.999697e-02; 3.524123e-02; 2.846458e-02; 2.519428e-02; 2.440805e-02; 2.747488e-02; 3.739742e-02; 4.091970e-02; 2.890352e-02; 3.593765e-02; 3.124362e-02; 2.558135e-02; 1.265978e-02; 2.937817e-02; 4.350080e-02; 4.328715e-02
 1.281677e-02; 3.732761e-02; 3.900097e-02; 6.320449e-02; 3.553759e-02; 5.331888e-02; 4.614176e-02; 3.968724e-02; 5.799427e-02; 4.731757e-02; 4.746704e-02; 3.428815e-02; 2.230929e-02; 2.016460e-02; 2.861133e-02; 3.871339e-02; 5.719609e-02;-2.615115e-02; 1.713465e-02
-5.002017e-02;-4.107501e-02;-1.910997e-02;-5.654332e-02;-4.277706e-02;-4.390448e-02;-3.627362e-02;-4.610185e-02;-3.793205e-02;-4.809692e-02;-5.075014e-02;-4.150042e-02;-5.219538e-02;-4.359645e-02;-2.857297e-02;-3.170509e-02;-4.157401e-02;-1.439957e-02;-5.659444e-02
-4.974983e-02;-2.337309e-02;-4.137632e-02;-3.815604e-02;-4.511542e-02;-1.059480e-02;-2.711309e-02;-1.342377e-02;-4.484606e-03;-2.614948e-03;-3.887620e-02;-1.266474e-02;-3.672304e-02;-2.915363e-02;-4.630202e-02;-4.508762e-03;-2.271879e-03;-3.587852e-02;-1.472369e-02
 2.215517e-02; 3.266336e-02; 1.877115e-02; 2.830595e-02; 2.419511e-02; 4.647521e-02; 2.727590e-02; 4.663230e-02; 4.018177e-02; 5.282385e-02; 1.733381e-02; 2.760336e-02; 2.133428e-02; 3.184531e-02; 1.665214e-02; 4.562839e-02; 3.886279e-02; 7.326560e-03; 2.359593e-02
-3.657740e-03;-1.103363e-02;-1.530237e-02;-3.694652e-02;-7.876068e-03;-2.091687e-02;-1.162973e-02;-2.699089e-02;-2.453232e-02;-2.871371e-02;-1.394265e-02;-1.628668e-02;-4.211573e-03;-1.757756e-02;-3.530366e-03;-1.939943e-02;-1.839891e-03;-2.596693e-02; 1.370708e-03
-2.719826e-02;-9.072754e-03;-3.610709e-02;-1.433761e-02;-1.804668e-02;-8.968341e-03;-1.624863e-02;-1.317138e-02;-1.868238e-02;-1.034388e-02;-2.066133e-02;-2.960319e-03;-1.490780e-02;-1.886541e-02;-2.652968e-02;-1.366652e-02;-7.212264e-03;-4.069936e-02;-2.338381e-02
-3.690915e-02;-1.116247e-02;-2.673919e-02;-2.863236e-02;-3.262218e-02;-1.738579e-02;-1.403333e-02;-1.295177e-02;-2.456994e-02;-1.301428e-02;-2.517204e-02;-1.429512e-02;-4.133876e-02;-2.156491e-02;-2.690077e-02;-1.179998e-02;-2.734665e-02;-1.467495e-02;-3.900588e-03
-3.388553e-02;-3.829167e-02;-3.973762e-02;-2.070472e-02;-3.845649e-02;-3.350407e-02;-4.546063e-02;-4.409232e-02;-2.645591e-02;-3.630607e-02;-3.012189e-02;-4.548393e-02;-1.931243e-02;-4.429905e-02;-4.303549e-02;-3.568045e-02;-6.790667e-02;-3.885315e-02;-6.260720e-02
-1.542300e-02;-1.958961e-02;-5.263755e-02;-9.340227e-04;-2.632540e-02;-1.446541e-02;-2.233185e-02;-7.989807e-03;-1.262141e-02;-5.823556e-03;-5.971806e-03;-1.336740e-02;-1.327822e-02;-1.520397e-02;-1.878797e-02; 1.209155e-02; 2.154773e-02;-3.940256e-02;-9.181209e-03
 2.945346e-02; 1.048502e-03; 5.542556e-02; 2.290246e-02; 2.517949e-02;-1.024832e-03; 1.726930e-02;-7.906733e-03;-2.515527e-04;-1.046766e-02; 3.102832e-03; 2.258625e-03; 2.293925e-02; 1.759270e-02; 4.869814e-02;-1.126757e-02;-4.324906e-03; 2.864583e-02; 1.317795e-02
-8.893477e-03;-2.145284e-02;-2.575673e-02;-1.591374e-02;-1.902540e-02;-1.869645e-02;-2.804457e-02;-2.359473e-02;-1.793463e-02;-2.899622e-02;-2.172187e-02;-1.172157e-02;-2.216247e-02;-8.255846e-03; 1.924418e-02;-4.326323e-02;-2.296480e-02; 4.780219e-02;-2.317194e-02
-2.083384e-02;-3.468499e-02;-5.073491e-02;-3.989016e-02;-3.458047e-02;-2.706207e-02;-3.770396e-02;-2.800476e-02;-3.818242e-02;-2.891726e-02;-3.216893e-02;-3.436676e-02;-1.634094e-02;-2.815807e-02;-3.842756e-02;-4.398474e-02;-2.192729e-02;-3.675831e-02;-3.509551e-02
-1.027855e-02; 8.514001e-03; 7.838593e-03; 1.377550e-02; 2.755092e-03; 1.125322e-02; 8.280826e-03; 1.769546e-02; 1.596360e-02; 1.716343e-02;-2.528282e-03; 4.875083e-03;-7.674292e-03; 1.213175e-02; 3.647741e-03; 2.252890e-02; 1.513101e-02;-1.664416e-02; 1.728708e-02
-1.273140e-02; 2.277146e-02; 1.441235e-02; 3.281966e-02; 9.956663e-03; 2.486349e-02; 2.820683e-02; 2.721254e-02; 9.530000e-03; 2.079800e-02; 1.173708e-02; 9.392024e-03;-1.327052e-02; 1.529587e-03;-3.639364e-04; 3.753621e-02; 2.624183e-02; 3.009648e-02; 2.470428e-02
 3.953573e-03; 1.485873e-02;-1.253456e-03; 2.911857e-02; 5.809497e-03; 2.346753e-02; 1.711570e-02; 2.896063e-02; 1.695631e-02; 2.609869e-02; 9.318509e-03; 1.581562e-02; 2.051249e-02; 1.223250e-02; 1.453992e-02; 1.902354e-02; 3.647866e-02;-3.090816e-02; 5.353584e-02
-3.068896e-02;-5.095675e-02;-6.274954e-03;-2.408608e-02;-2.758406e-02;-4.843742e-02;-3.267653e-02;-5.163335e-02;-4.658013e-02;-4.688845e-02;-3.938106e-02;-5.201944e-02;-3.494675e-02;-4.077948e-02;-2.058310e-02;-5.829563e-02;-4.831395e-02; 5.512859e-03;-4.209973e-02
 3.163089e-02; 1.496792e-02; 3.066956e-02; 2.907616e-02; 3.044146e-02; 1.042847e-03; 2.140730e-02; 1.418259e-02; 7.736521e-03;-2.222676e-04; 2.401422e-02; 5.350807e-03; 2.895281e-02; 9.811186e-03; 1.581242e-02;-1.276121e-02;-3.095135e-02; 2.203807e-02; 6.578388e-03
 1.156712e-02; 3.077581e-02; 2.033200e-02; 1.388929e-03; 1.106191e-02; 2.792166e-02; 2.843870e-02; 4.258086e-02; 1.520412e-02; 3.078319e-02; 6.005687e-03; 2.989587e-02; 1.503726e-02; 1.578010e-02; 1.928303e-02; 2.477938e-02; 3.911111e-02;-3.609002e-03; 3.370085e-02
 2.469877e-02; 3.272589e-02; 2.250459e-02; 2.040206e-02; 1.324355e-02; 2.886192e-02; 2.870562e-02; 1.842471e-02; 3.119541e-02; 1.415737e-02; 1.559229e-02; 3.302415e-02; 3.260896e-02; 2.556348e-02; 7.632433e-03; 5.507492e-02; 4.688159e-02; 4.956888e-02; 4.210723e-02
-1.099198e-02; 1.125469e-02; 2.580646e-03; 1.007081e-03; 1.820105e-03; 4.027766e-03;-2.006238e-03; 1.308054e-02; 1.036782e-02; 1.221029e-02;-6.941014e-03; 1.887551e-02;-3.722293e-03; 1.403385e-02;-1.134091e-02; 8.110045e-03;-3.366538e-03;-3.390130e-02; 1.728151e-02
 1.829926e-03;-5.010799e-03; 1.289954e-03; 3.586989e-02; 1.832442e-02; 4.522354e-03; 1.093950e-03;-8.331642e-03; 3.431159e-04; 2.180560e-03; 2.085837e-02;-6.020952e-05; 6.581557e-03; 5.108627e-03; 9.770262e-03;-7.749168e-03;-1.086876e-03; 9.049428e-03; 4.576056e-03
-2.890406e-03;-1.612537e-02; 1.260636e-02;-2.591503e-03;-2.488314e-03;-1.503517e-02;-1.013375e-02;-1.926090e-02;-2.029651e-02;-1.488403e-02;-5.415310e-04;-2.670224e-02;-5.866372e-03;-1.486416e-02; 2.925049e-03;-4.258034e-02;-1.883081e-02; 7.928007e-03;-1.477378e-02
-3.180629e-02;-1.507617e-03;-2.121628e-02;-1.744280e-02;-2.468524e-02;-4.313907e-03;-7.991283e-03;-6.778650e-03;-1.543803e-02; 1.829642e-03;-2.848578e-02;-1.019756e-02;-4.479049e-02;-2.168870e-02;-3.599826e-03;-1.540541e-02;-2.426899e-02; 2.380397e-04;-1.533111e-02
-3.569851e-03; 2.110661e-03;-1.165609e-02; 1.505903e-03; 3.181929e-03; 3.278862e-03;-1.560879e-02; 1.778240e-03; 1.415452e-02; 3.479533e-03; 4.159107e-04; 1.846189e-02; 3.010766e-03; 4.592302e-03;-1.643631e-02; 2.783031e-02;-1.490945e-03;-4.911514e-02;-2.312329e-03
-3.163997e-03;-4.978440e-03; 2.483714e-02; 1.495120e-02; 4.305657e-03;-7.879919e-03;-6.407589e-03;-1.713678e-02;-3.235869e-03;-5.260299e-03; 5.032370e-03;-2.510034e-03;-1.942747e-02; 2.693745e-03; 6.466752e-03; 4.650976e-03;-1.682483e-02; 2.040320e-02;-2.499342e-02
 2.040330e-02; 2.839019e-02; 2.659239e-02; 6.406246e-02; 2.763053e-02; 3.225425e-02; 3.389344e-02; 3.838454e-02; 2.492474e-02; 4.039380e-02; 3.135157e-02; 1.277952e-02; 2.270971e-02; 2.693924e-02; 1.095410e-02; 2.569158e-02; 2.286171e-02; 1.461335e-02; 2.106915e-02
 9.421715e-03;-2.608220e-03;-1.022970e-02;-1.370272e-02;-4.304280e-04;-1.068677e-02;-8.891276e-03;-9.306341e-03;-7.010113e-03;-1.030062e-02; 3.506484e-03; 4.167511e-03; 1.421013e-02;-2.717565e-03;-1.025346e-02; 7.776361e-03; 2.195980e-03;-1.679997e-02; 1.075219e-02
-1.461896e-02;-5.394259e-03;-1.054944e-02;-2.195675e-02;-1.756580e-02;-1.000294e-02;-5.677367e-03;-3.111747e-04;-1.323253e-02;-7.302133e-03;-2.005426e-02;-5.207667e-03;-1.943366e-02;-1.794622e-02;-5.160025e-03; 1.447104e-02; 1.574867e-03; 2.680739e-02;-1.230844e-02
 3.845861e-02; 4.076386e-02; 1.710028e-02; 4.242831e-02; 3.815711e-02; 4.277309e-02; 3.541399e-02; 4.237702e-02; 3.919780e-02; 4.824692e-02; 4.300548e-02; 3.720681e-02; 4.595808e-02; 4.848776e-02; 3.227800e-02; 2.087296e-02; 2.898321e-02; 2.673846e-02; 2.910920e-02
 2.754553e-03;-1.245549e-02;-2.958629e-02;-2.836486e-02;-7.427408e-03;-1.479208e-02;-1.936825e-02;-1.708287e-02;-1.448396e-02;-1.055956e-02;-7.653248e-04;-1.509176e-02; 1.285790e-02;-6.851757e-03;-1.229316e-02;-7.483533e-03;-1.689592e-02; 7.967705e-03;-2.940903e-02
 4.269380e-02; 2.191883e-02; 5.330606e-02; 8.694796e-03; 3.036412e-02; 2.120148e-02; 2.001222e-02; 2.407232e-02; 2.857245e-02; 2.184979e-02; 2.121160e-02; 3.338315e-02; 4.271931e-02; 4.583335e-02; 4.908835e-02;-1.596273e-02;-2.776392e-03; 3.246559e-02;-1.229104e-02
-2.203537e-03;-4.300376e-03; 1.767641e-02; 3.648823e-03;-2.015997e-03;-9.900160e-03; 4.544377e-03;-2.087849e-02;-3.159631e-03;-1.246424e-02;-1.008055e-02; 1.163469e-03;-6.689535e-03;-3.760825e-03; 3.786637e-03;-9.774753e-03;-8.435693e-03; 1.955162e-02;-4.263527e-03
 1.854248e-03;-1.321279e-03;-8.839521e-03;-1.209663e-02;-9.110167e-03;-9.742889e-03;-1.060695e-02;-4.653523e-03;-1.368990e-02;-3.174563e-03;-4.028690e-03;-7.996304e-03; 1.605433e-02; 1.008471e-02; 2.012764e-04;-1.011285e-03;-1.014352e-02; 7.855628e-03;-1.498475e-02
-1.365416e-02;-1.480058e-02; 1.866182e-02;-1.905536e-02;-1.173392e-02;-1.192265e-02;-4.804324e-03;-1.708599e-02;-1.255423e-02;-1.451374e-02;-2.002920e-02;-2.283490e-02;-2.845911e-02;-9.221724e-03;-7.196349e-03;-2.006158e-03;-3.834692e-03; 2.197585e-02;-1.444289e-02
-2.035680e-02;-3.495116e-02;-2.462182e-02;-4.702641e-02;-3.350467e-02;-3.559120e-02;-3.289129e-02;-3.334046e-02;-3.726036e-02;-3.104200e-02;-4.296126e-02;-2.560088e-02;-1.538443e-02;-1.899028e-02;-2.465309e-02;-4.083221e-03;-2.177081e-02;-2.622560e-02;-2.990146e-02
 4.347766e-02; 2.951521e-03; 4.336579e-02; 1.955906e-02; 3.269707e-02; 1.603756e-02; 1.103116e-02; 1.484297e-03; 9.851000e-03; 8.285012e-03; 2.062801e-02; 1.769179e-03; 1.470273e-02; 4.732646e-03; 1.902730e-02; 2.805574e-03; 1.217229e-02; 1.574679e-02; 7.972989e-03
 1.617045e-02; 9.544235e-04; 4.615065e-03;-7.572975e-03; 3.709834e-03;-3.292059e-03; 9.337735e-03;-5.725542e-04;-9.865130e-03;-6.069511e-03;-5.393451e-03; 7.262923e-03;-4.886168e-03; 1.379674e-02; 2.769439e-03;-8.296991e-03; 4.016620e-03;-7.913286e-03; 4.204944e-02
-9.998858e-03; 1.061603e-03; 1.923591e-03; 3.427759e-03;-2.827510e-04;-2.698648e-03; 9.440151e-03; 5.741031e-03;-5.468964e-03;-9.640264e-03; 1.692940e-04; 7.636914e-04;-8.444305e-03;-8.095200e-03; 3.439582e-02;-2.460268e-02;-3.170944e-02; 3.616212e-02;-5.925148e-03
 1.318599e-02; 2.184903e-02;-1.912014e-02; 2.391482e-02; 1.101302e-02; 3.666603e-02; 2.289398e-02; 4.046220e-02; 3.361262e-02; 4.151253e-02; 3.001925e-02; 2.231639e-02; 2.154296e-02; 1.458244e-02; 2.098735e-02; 4.128675e-02; 3.567267e-02; 1.042556e-02; 6.424887e-02
-2.083492e-02;-1.563458e-02;-1.115816e-02;-2.994609e-02;-2.026664e-02;-1.271560e-02;-7.175726e-03;-2.011302e-02;-1.915933e-03;-1.859160e-02;-3.956238e-02;-1.109645e-02;-1.491184e-02;-9.736626e-03;-2.194995e-02; 3.708554e-03; 1.621266e-03;-4.192839e-02; 2.281592e-02
 6.004629e-02; 5.539728e-02; 3.860857e-02; 3.906484e-02; 5.652156e-02; 4.478476e-02; 4.356074e-02; 4.969074e-02; 4.713415e-02; 4.060753e-02; 5.903247e-02; 6.594094e-02; 6.366877e-02; 6.274292e-02; 5.790637e-02; 4.737045e-02; 4.345725e-02; 1.076177e-02; 4.869073e-02
 1.680415e-02; 1.216040e-02;-1.208605e-05;-6.427924e-03;-8.118857e-04; 1.380163e-02; 1.128808e-02; 1.507009e-02; 1.696655e-02; 1.390647e-02; 5.691754e-03; 1.713205e-02; 1.907635e-02; 2.372314e-02;-8.342858e-03; 7.396077e-03; 3.848681e-02; 8.608912e-03; 2.824878e-02
 6.675064e-02; 6.128551e-02; 8.571292e-02; 6.334879e-02; 7.072535e-02; 5.832253e-02; 5.422954e-02; 6.082052e-02; 5.442040e-02; 6.016081e-02; 5.742168e-02; 5.181328e-02; 6.348209e-02; 6.418531e-02; 4.371036e-02; 6.351476e-02; 6.009886e-02; 5.325426e-02; 5.962631e-02
-1.589304e-02;-2.900989e-02;-4.731581e-02;-4.035476e-02;-3.835790e-02;-3.683407e-02;-4.794736e-02;-2.770069e-02;-3.639912e-02;-3.888564e-02;-4.489316e-02;-2.037807e-02;-5.516394e-05;-3.361387e-02;-2.886264e-02;-3.311869e-02;-5.185374e-02;-1.015415e-02;-1.259975e-02
-2.586207e-02;-2.010069e-02;-4.596775e-02;-3.747942e-02;-3.703805e-02;-2.977661e-02;-3.499113e-02;-2.945446e-02;-2.930415e-02;-3.045570e-02;-3.207970e-02;-1.144366e-02;-1.461978e-02;-1.829632e-02;-2.758530e-02; 1.434706e-02; 1.074389e-02;-1.933484e-03; 2.067839e-02
-9.707826e-03;-2.864432e-02;-1.105248e-02;-2.257804e-02;-1.564550e-02;-1.795481e-02;-2.938158e-02;-2.703429e-02;-1.968548e-02;-1.970729e-02;-7.757444e-04;-2.139646e-02;-3.792934e-03;-1.668369e-02;-1.757011e-02;-3.550936e-02;-5.665621e-02;-3.040810e-02;-2.384115e-02
-6.606367e-03; 3.085153e-02;-1.674653e-02;-5.863652e-03;-6.186369e-03; 3.585256e-02; 2.139536e-02; 4.728560e-02; 2.785350e-02; 4.590384e-02;-8.468019e-03; 3.256323e-02; 1.555404e-03; 1.402327e-02;-7.401473e-04; 3.892178e-02; 4.173611e-02;-1.652722e-02; 2.718688e-02
 4.012626e-02; 6.726949e-03; 2.520146e-02;-8.147904e-04; 2.200306e-02; 4.780766e-03; 1.807047e-02;-3.143813e-03; 2.002639e-03;-4.134755e-03; 1.236917e-02; 2.077329e-02; 4.315471e-02; 2.343684e-02; 3.075852e-02; 1.417110e-02; 1.909771e-02; 3.643804e-02; 2.759824e-02
-4.148785e-02;-4.332430e-02;-4.769576e-02;-2.287202e-02;-3.736875e-02;-4.106683e-02;-4.036764e-02;-4.111571e-02;-4.310537e-02;-3.367116e-02;-2.557716e-02;-3.826782e-02;-3.121305e-02;-3.268899e-02;-3.807133e-02;-3.086647e-02;-9.828998e-03;-1.562659e-02;-4.588651e-02
-1.777687e-02;-2.293371e-02; 8.332091e-03;-7.735832e-03;-1.905617e-02;-3.501643e-02;-2.403487e-02;-3.284344e-02;-2.686468e-02;-2.587914e-02;-1.133219e-02;-2.344444e-02;-2.876060e-02;-1.006445e-02; 8.562888e-04;-2.695157e-02;-4.300244e-02; 3.401917e-02;-5.315821e-02
 1.776022e-02; 4.373925e-02; 1.707613e-02; 4.698056e-02; 2.324391e-02; 5.830771e-02; 3.826103e-02; 5.438410e-02; 4.657370e-02; 6.333984e-02; 2.486974e-02; 6.227110e-02; 2.969035e-02; 4.554755e-02; 2.129687e-02; 7.528155e-02; 7.714069e-02; 3.334744e-02; 5.190883e-02
 2.745976e-02; 1.775659e-02; 1.693955e-02; 1.538885e-02; 2.719622e-02; 1.513985e-02; 1.556170e-02; 1.698761e-02; 1.102005e-02; 1.093001e-02; 2.032139e-02; 1.037846e-02; 3.469853e-02; 4.707343e-03; 2.936609e-02;-2.345660e-03; 1.081809e-02; 3.942009e-02; 7.940885e-03
