cluster_0;cluster_1;cluster_2;cluster_3;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;cluster_12;cluster_13;cluster_14;cluster_15;cluster_16;cluster_17;cluster_18
-1.025831e-02;-9.742982e-03; 2.675539e-02;-7.752525e-03;-1.241635e-02;-1.638278e-02; 2.237970e-03;-2.321036e-02;-4.224893e-04;-1.960262e-02;-8.220185e-04;-4.404342e-03;-1.564658e-02; 2.489104e-02; 6.616049e-03; 8.393945e-03; 3.813077e-02;-1.402270e-02; 1.280141e-02
-9.071469e-03; 3.985212e-03;-8.330097e-03;-1.198101e-04;-1.355487e-02;-1.072757e-02; 3.955530e-03; 3.723127e-03;-1.257637e-02;-1.003034e-02;-3.224780e-03;-4.924898e-03;-6.308558e-03; 1.345694e-02;-3.659848e-03; 8.175448e-03; 3.557521e-02; 4.165420e-02; 2.989390e-02
 6.130466e-02; 4.488719e-02; 4.469964e-02; 4.677084e-02; 3.685935e-02; 4.571606e-02; 3.702030e-02; 4.847998e-02; 4.625717e-02; 3.888950e-02; 4.471851e-02; 6.017996e-02; 6.340470e-02; 3.432269e-02; 5.639187e-02; 3.830528e-02; 4.437828e-02; 5.549476e-02; 3.847068e-02
-1.975219e-02;-2.962114e-03;-2.391953e-02; 9.796874e-04;-1.835285e-02; 7.822289e-03;-4.162948e-03;-1.433446e-03; 6.590838e-03; 4.864786e-04;-9.826105e-04; 1.855589e-04;-9.060251e-03;-6.015344e-03;-1.128649e-02; 2.079949e-02; 3.654111e-02;-7.256608e-03; 2.404219e-02
-2.903611e-02;-2.824378e-02;-1.668697e-02;-2.849066e-02;-2.391872e-02;-3.625115e-02;-2.351543e-02;-3.456882e-02;-2.700546e-02;-4.773759e-02;-2.625139e-02;-1.061408e-02;-1.563179e-02;-2.659774e-02;-3.600131e-02; 9.017741e-04;-1.518117e-03;-4.775325e-02; 3.584704e-04
 3.309889e-02; 2.823948e-02; 3.390245e-02; 4.302079e-02; 3.692493e-02; 3.207177e-02; 2.121243e-02; 2.720006e-02; 4.038267e-02; 3.156456e-02; 3.462048e-02; 3.400413e-02; 4.025110e-02; 3.786610e-02; 1.540895e-02; 5.042108e-02; 2.859331e-02; 3.378544e-02; 2.786535e-02
 2.985416e-02; 2.420320e-02; 4.497749e-02; 5.193013e-02; 3.583936e-02; 2.271210e-02; 4.286801e-02; 3.206921e-02; 3.010456e-02; 2.834147e-02; 2.916120e-02; 1.764310e-02; 9.472790e-03; 2.724341e-02; 3.913662e-02; 4.757678e-02; 7.780976e-02; 3.314492e-02; 7.530548e-02
-1.757077e-03;-1.072206e-02; 7.769125e-03; 4.467845e-04;-5.944766e-03;-9.911679e-03;-6.639156e-04;-2.214490e-02;-5.975376e-03;-1.685749e-02;-1.843896e-03;-2.150222e-02;-1.849087e-02;-7.812281e-03; 2.134175e-02;-4.473620e-03; 2.179882e-02; 7.950062e-02; 2.907635e-02
 4.493729e-02; 2.248485e-02; 1.505889e-03; 3.425515e-02; 3.463827e-02; 4.053094e-02; 2.185053e-02; 2.146585e-02; 1.278976e-02; 2.537601e-02; 2.881713e-02; 3.499628e-02; 5.062062e-02; 1.655223e-02; 1.864376e-02; 1.823661e-02;-2.048352e-02; 9.394770e-03; 1.897322e-02
-1.534529e-02; 9.402966e-03; 9.233409e-03; 2.219792e-02;-3.961128e-04; 1.881613e-02; 2.493232e-02; 1.661722e-02; 2.026247e-02; 2.314619e-02;-7.686702e-03;-7.150210e-03;-3.381779e-02; 9.117769e-03; 8.794153e-03;-9.386724e-03; 1.074146e-02;-1.962677e-02;-2.139380e-02
 1.470475e-02;-1.224687e-02;-5.702364e-03;-8.605443e-03; 3.697261e-03;-1.542995e-02;-9.608471e-03;-1.688978e-02;-1.352770e-02;-9.757542e-03; 8.345081e-03;-1.322600e-02; 1.015690e-02; 1.636498e-04;-2.748567e-04;-2.501068e-02;-1.221308e-02; 1.617808e-02; 4.454786e-02
 1.597199e-02; 2.754984e-02; 1.913189e-02; 3.585193e-02; 2.936689e-02; 3.035918e-02; 2.304475e-02; 2.480071e-02; 3.430342e-02; 3.665781e-02; 2.613492e-02; 1.954097e-02; 1.664749e-02; 5.349441e-03; 8.654392e-03; 2.509337e-02; 2.492074e-02; 4.003211e-03; 6.350771e-03
-2.187563e-02;-3.196704e-02; 1.625189e-02;-3.817884e-02;-2.217275e-02;-3.219227e-02;-1.862529e-02;-3.145899e-02;-2.594994e-02;-3.328063e-02;-3.660191e-02;-3.053981e-02;-3.277143e-02;-3.627063e-02;-8.680203e-03;-3.378176e-02;-4.285598e-02; 1.674214e-02;-4.963975e-02
-7.003741e-02;-2.864383e-02;-3.887062e-02;-4.238357e-02;-5.308243e-02;-7.538442e-03;-2.639911e-02;-1.284259e-02;-1.727779e-03; 7.745424e-03;-5.405261e-02;-2.982283e-02;-5.462474e-02;-3.474393e-02;-5.965599e-02;-5.931023e-03;-2.893663e-03;-4.039797e-02;-2.287534e-02
 8.788274e-03; 1.459928e-02; 1.240618e-02; 1.001706e-02; 1.238898e-02; 2.276413e-02; 1.047061e-02; 3.188908e-02; 2.077574e-02; 3.214304e-02; 1.273288e-03; 1.324106e-02; 1.298064e-02; 1.873527e-02;-5.037058e-03; 1.736289e-02; 4.258745e-02;-2.289743e-02; 8.961854e-03
 1.755341e-02; 2.393714e-02;-1.388865e-03;-8.678687e-03; 1.390612e-02; 1.779073e-02; 1.552798e-02; 8.239957e-03; 3.923908e-03; 1.157234e-02; 1.475391e-02; 1.962987e-02; 9.475643e-03; 9.130780e-03; 1.686622e-02; 2.858556e-03; 4.044839e-02; 6.202856e-03; 3.533264e-02
