cluster_0;cluster_1;cluster_2;cluster_3;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;cluster_12;cluster_13;cluster_14;cluster_15;cluster_16;cluster_17;cluster_18
-2.839212e-02;-2.310594e-02;-1.352896e-02;-3.986532e-02;-3.332196e-02;-3.351988e-02;-1.477196e-02;-5.630537e-02;-5.832852e-03;-4.421603e-02;-1.630942e-02;-8.789038e-03;-1.557206e-02; 1.105996e-02;-8.253829e-03;-2.178029e-03; 4.909840e-02;-1.027743e-02;-1.917719e-02
 2.419156e-02; 2.978048e-02; 2.899614e-02; 2.891037e-03; 5.637677e-03; 8.097537e-03; 2.372515e-02; 2.156673e-02; 5.322763e-03;-8.722642e-03; 1.535438e-02; 2.991853e-02; 1.877476e-02; 2.611555e-02; 2.791305e-02; 2.032127e-02; 5.878007e-02; 1.203722e-01; 6.955293e-02
 5.195039e-02; 4.068278e-02; 2.282862e-02; 4.776714e-02; 3.744057e-02; 5.025874e-02; 4.871462e-02; 4.674788e-02; 3.324570e-02; 4.797151e-02; 3.124990e-02; 4.191880e-02; 6.201271e-02; 1.622077e-02; 5.858778e-02; 4.498246e-02; 5.580955e-02; 2.100767e-02; 3.790089e-02
-2.524362e-02;-5.712490e-03;-2.422823e-02;-1.136817e-02;-3.181465e-02;-1.644680e-02;-8.382920e-03;-6.134912e-03; 1.748191e-03;-2.424584e-02;-3.260483e-03; 3.398480e-03;-9.558138e-03;-3.476583e-03;-8.007897e-03; 3.241023e-02; 2.656295e-02;-1.504400e-02; 3.609644e-02
-1.846331e-02;-1.989363e-02;-1.690133e-02;-1.503068e-02;-1.053764e-02;-8.251188e-03;-1.432953e-02;-1.847673e-02;-1.138480e-03;-2.033184e-02; 6.122628e-04; 3.082535e-03; 4.683468e-04;-2.823015e-02;-3.469578e-02; 2.064590e-02; 5.972208e-02;-3.650027e-02; 2.414163e-02
 2.458792e-02; 1.264655e-02; 9.952834e-03; 3.172866e-03; 2.147618e-02; 2.017651e-02; 3.106118e-03; 2.731034e-02; 3.475017e-02; 1.780058e-02; 1.071579e-02; 3.908857e-02; 6.020594e-02; 3.879900e-02;-2.292388e-03; 6.356373e-02; 2.432078e-02; 3.517286e-03; 4.984345e-02
-2.024348e-03;-6.492176e-03;-2.159802e-02; 5.363992e-02; 3.772433e-03;-6.517729e-03; 1.499782e-02; 1.103166e-02;-7.380638e-03; 9.754476e-03; 6.221792e-03;-1.936279e-02;-2.048034e-02;-6.378278e-03; 1.403156e-02; 9.535610e-03; 3.410442e-02; 1.458846e-02; 7.333536e-02
 5.856745e-04;-9.890898e-03; 3.387166e-02; 6.644315e-03;-1.349226e-03;-2.397447e-02;-8.180393e-03;-3.479145e-02;-2.208138e-02;-3.250694e-02;-1.955420e-02;-4.078794e-02;-1.745252e-02;-1.320323e-02; 4.420210e-02;-1.514167e-02;-2.350949e-02; 1.243151e-01;-6.623394e-04
 6.960351e-02; 5.523173e-02; 3.443297e-02; 3.469188e-02; 5.611638e-02; 8.438789e-02; 5.193046e-02; 6.516021e-02; 5.706112e-02; 6.660580e-02; 3.193545e-02; 5.862033e-02; 8.623407e-02; 6.103597e-02; 3.685981e-02; 4.649997e-02; 9.104925e-03; 5.237119e-02; 4.448854e-02
-3.974688e-02;-9.004612e-03;-6.066270e-02;-3.602158e-02;-3.687754e-02; 5.549331e-03;-1.619349e-02; 1.102788e-02; 1.085946e-02; 2.448128e-02;-4.033869e-02;-4.561157e-03;-3.025495e-02; 1.170690e-02;-2.990575e-02;-4.116713e-02; 2.045721e-02;-6.043973e-02;-5.603223e-02
-1.060133e-02;-2.942780e-02;-1.218390e-02; 4.729374e-03;-4.548299e-04;-2.409855e-02;-1.945708e-02;-2.638030e-02;-4.310149e-02;-2.098603e-02;-6.897456e-03;-3.047079e-02;-7.515240e-03; 2.258831e-03; 6.256525e-03;-4.200376e-02;-6.089392e-02;-2.375685e-02;-1.559400e-02
 3.674511e-02; 4.420804e-02; 4.676004e-02; 6.080620e-02; 4.806610e-02; 4.131864e-02; 4.335049e-02; 2.331885e-02; 4.161093e-02; 3.091480e-02; 6.330363e-02; 4.729170e-02; 2.750146e-02; 2.803070e-02; 4.434560e-02; 4.284296e-02; 6.836770e-02; 5.153504e-02; 9.730155e-04
-1.651101e-02;-3.132957e-02; 2.461495e-02;-3.634463e-02;-2.411719e-02;-2.949498e-02;-1.293008e-02;-3.009233e-02;-2.186851e-02;-3.318134e-02;-4.334193e-02;-2.464876e-02;-2.931939e-02;-3.786572e-02; 4.060289e-03;-3.583104e-02;-3.741487e-02; 4.756654e-02;-6.463568e-02
-5.962348e-02;-1.729200e-02;-4.693888e-02;-2.717388e-02;-3.814227e-02; 2.107958e-02;-2.237419e-02; 5.919946e-03; 1.607335e-02; 2.343240e-02;-3.119865e-02;-4.243037e-03;-3.871903e-02;-2.392353e-02;-5.161999e-02; 3.056440e-02; 8.770187e-03;-6.850280e-02;-4.883538e-03
 3.726506e-02; 2.062366e-02;-2.070329e-05; 3.301661e-02; 4.487501e-02; 2.732129e-02; 2.196178e-02; 2.762959e-02; 4.727417e-03; 3.634225e-02; 3.078976e-02; 2.320664e-02; 3.922590e-02; 4.096422e-02; 1.131045e-02; 2.599681e-03; 1.934360e-02;-5.262844e-02; 1.198106e-02
 1.163599e-03; 2.841333e-02; 1.161551e-02; 2.178245e-02; 2.587267e-02; 1.899782e-02; 1.264342e-02; 2.742052e-02; 3.025302e-03; 2.844072e-02; 3.822395e-02; 2.258818e-02;-1.273595e-02; 1.701147e-02; 3.953611e-02; 3.417871e-02;-1.742111e-02; 3.967528e-02; 2.286666e-02
-3.169849e-02;-2.067359e-02;-6.078379e-02;-3.837437e-02;-2.342558e-02;-2.549754e-02;-4.034356e-02;-2.019160e-02;-3.415341e-02;-1.734243e-02;-7.019687e-02;-2.646067e-02;-8.362926e-03;-3.839517e-02;-4.704347e-02;-2.828484e-02;-1.801277e-02;-5.295727e-02;-8.968102e-02
 2.293358e-02; 3.067629e-02; 1.713518e-02; 1.457796e-02; 1.615239e-02; 3.114607e-02; 3.096066e-02; 3.351319e-02; 2.820666e-02; 3.488104e-02; 4.080964e-02; 3.836284e-02; 2.566078e-02; 3.314063e-02; 1.141753e-02; 4.782232e-02; 2.857657e-02;-5.879557e-03; 4.343139e-02
 7.011326e-03;-2.206752e-02;-8.445424e-03;-3.089191e-02;-1.624348e-02;-3.289972e-02;-5.216169e-02;-4.347240e-02;-1.238599e-02;-2.205513e-02; 5.845505e-03;-2.565427e-02; 2.780738e-02;-4.509817e-02;-1.455003e-02;-2.549109e-02;-6.187489e-02;-4.580247e-02;-1.080930e-01
-3.452404e-02;-8.431522e-03;-5.529413e-02;-2.922550e-02;-3.473060e-02; 1.407151e-03;-2.903663e-02; 3.382827e-02; 1.093142e-02; 2.790716e-02;-2.171561e-02; 6.384042e-03;-1.269822e-02;-1.161455e-02;-2.581871e-02; 1.915400e-02; 4.162420e-02;-5.380821e-02; 1.531433e-02
 9.557108e-03;-2.736353e-02; 7.694332e-02; 2.387355e-02; 1.357389e-02;-2.591718e-02;-2.831365e-03;-2.376719e-02;-1.350465e-02;-3.537984e-02;-4.776353e-03;-1.942426e-02;-7.976193e-03;-2.218833e-03; 3.680951e-02; 2.406189e-02; 8.899018e-03; 8.492047e-02; 8.095983e-03
 2.973647e-03;-2.063499e-02;-9.728296e-03;-3.676249e-02;-6.774660e-04; 5.212778e-03;-1.350707e-02;-9.310260e-03; 9.493620e-03;-1.796561e-02; 5.512849e-03; 1.581738e-02; 1.507061e-02; 5.145216e-03; 4.265282e-02; 3.206382e-02; 5.734990e-02; 3.965711e-02; 2.244162e-02
-5.266786e-03;-6.985675e-03;-2.661504e-02;-3.452524e-02;-2.591686e-02;-1.282780e-02;-2.015356e-02; 2.166606e-04;-2.169090e-02;-1.874534e-02;-1.721952e-02;-1.305170e-02; 7.927048e-04; 1.102577e-02;-2.210711e-02;-2.908108e-02;-8.093953e-04;-7.416390e-03;-5.308065e-02
-3.203779e-02;-4.364549e-02; 1.737800e-02;-1.232671e-02;-2.742350e-02;-5.394806e-02;-3.282629e-02;-5.180641e-02;-4.466764e-02;-5.125301e-02;-3.739977e-02;-5.933806e-02;-3.900409e-02;-2.849257e-02; 2.241125e-02;-5.623460e-02;-6.432305e-02; 2.835533e-03;-5.315787e-02
-5.113716e-02; 6.416839e-03;-1.048381e-02; 1.766834e-02;-1.520609e-02; 2.591704e-03;-8.799850e-03; 2.376190e-02;-1.022940e-02;-1.009777e-03;-2.030365e-02; 8.107115e-03;-4.418742e-02; 4.235427e-03;-1.999597e-02; 4.911447e-02; 3.753951e-02;-1.896872e-02; 3.153714e-02
 7.168375e-02; 5.009273e-02; 8.055007e-02; 4.676607e-02; 6.611672e-02; 5.757957e-02; 6.517338e-02; 6.451331e-02; 6.642588e-02; 5.901433e-02; 5.649454e-02; 5.773266e-02; 6.826837e-02; 5.490283e-02; 9.176687e-02; 7.605068e-02; 1.056855e-01; 5.079936e-02; 1.304625e-01
