cluster_0;cluster_1;cluster_2;cluster_3;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;cluster_12;cluster_13;cluster_14;cluster_15;cluster_16;cluster_17;cluster_18
-2.668638e-02;-1.752248e-02;-1.309612e-02;-3.447360e-02;-3.132963e-02;-4.204829e-02;-2.413944e-02;-5.824671e-02;-1.157968e-02;-6.681400e-02;-1.848500e-03;-1.616542e-02;-2.592070e-02; 3.066964e-02;-1.318171e-02;-1.523618e-03; 3.696075e-02; 1.322290e-04;-2.377422e-02
 2.206350e-02; 5.371763e-02; 2.071518e-02; 4.497117e-02; 1.484978e-02; 2.489968e-02; 4.787011e-02; 5.162833e-02; 2.463791e-02; 1.953966e-02; 2.355958e-02; 5.103074e-02; 8.756880e-03; 3.610553e-02; 3.484510e-02; 4.988584e-02; 5.686073e-02; 1.118873e-01; 5.055440e-02
 3.338719e-02; 7.421988e-03; 7.924727e-03; 1.504743e-02; 1.747003e-02; 3.004497e-02; 1.761695e-02;-2.018636e-04; 1.067571e-02; 1.409835e-02;-3.810965e-03; 2.176259e-02; 4.675072e-02;-5.597002e-03; 3.917051e-02; 3.558046e-02; 3.322032e-02;-7.817322e-03; 9.864265e-03
-2.671105e-02;-1.032985e-02;-1.534615e-02;-2.125308e-02;-3.905188e-02;-2.133692e-02;-1.776070e-02;-7.741407e-03; 5.987657e-03;-2.346576e-02;-1.631027e-02; 1.729264e-03; 8.940263e-03; 2.999588e-03;-6.964316e-03; 6.514040e-02; 3.780660e-02;-3.269665e-02; 6.921495e-02
-2.352157e-03; 1.420622e-02;-9.673580e-04;-7.396501e-03; 1.643100e-03; 2.117817e-02; 2.373316e-02; 2.048522e-02; 3.389504e-02; 2.680060e-02; 2.386478e-03; 3.454962e-02; 1.558436e-02;-8.260882e-04;-1.297591e-02; 7.179667e-02; 1.184457e-01; 8.283566e-03; 5.899960e-02
 1.146142e-02; 1.577640e-02;-5.130403e-03;-1.208206e-02; 3.822536e-03; 5.660256e-03;-5.304293e-03; 1.808422e-02; 2.720961e-02; 9.832824e-03;-9.214666e-03; 4.671003e-02; 3.717373e-02; 4.468204e-02;-2.561447e-02; 6.326873e-02; 2.411166e-02;-1.870398e-02; 5.978508e-02
-2.262353e-02;-3.011273e-02;-7.569839e-02; 3.216927e-02;-2.798862e-02;-3.280676e-02;-1.074610e-02;-1.148554e-02;-2.243808e-02;-1.674368e-02;-2.496101e-02;-3.037245e-02;-4.893701e-02;-1.455448e-02;-1.013442e-02; 3.012721e-03; 3.557505e-02; 1.311587e-03;-1.413690e-02
 2.212868e-02;-1.924788e-02; 4.722619e-02; 1.465529e-02; 9.533679e-03;-1.844560e-02;-4.495066e-03;-3.661898e-02;-2.270521e-02;-2.821952e-02; 3.850404e-03;-3.689773e-02; 4.830006e-03;-2.032175e-02; 4.944316e-02;-2.404502e-02;-4.149165e-02; 1.539038e-01; 2.470015e-03
 1.090088e-01; 7.396777e-02; 6.062931e-02; 8.228078e-02; 1.021643e-01; 1.206717e-01; 8.177817e-02; 7.312896e-02; 8.063678e-02; 1.037676e-01; 8.491927e-02; 8.721296e-02; 1.168287e-01; 8.678769e-02; 6.935510e-02; 8.115091e-02; 7.807629e-02; 7.667190e-02; 8.047298e-02
-4.715312e-02;-1.579585e-02;-7.653745e-02;-4.506177e-02;-5.086117e-02; 2.090805e-03;-3.035709e-02; 1.231607e-02; 3.530303e-03; 4.606247e-02;-3.342030e-02;-6.684582e-03;-3.918791e-02; 2.077890e-02;-3.853118e-02;-6.644117e-02; 1.740895e-02;-4.502041e-02;-8.141483e-02
 7.012622e-03;-1.718433e-02;-1.535741e-02; 2.903533e-02; 9.902007e-03;-2.391872e-02;-9.266322e-03;-1.735103e-02;-4.445383e-02;-1.701030e-02; 2.366647e-02;-1.751844e-02;-1.265322e-02;-1.236149e-02; 1.145987e-02;-8.834206e-05;-4.124739e-02; 1.950060e-02; 2.571379e-03
 6.687514e-03; 1.887686e-02; 1.872671e-02; 3.193632e-02; 2.156535e-02; 2.279401e-02; 1.243582e-02;-2.570937e-02; 1.222435e-02;-1.470113e-03; 3.172151e-02; 1.460073e-02;-3.101938e-03;-1.520969e-03; 9.193210e-04; 1.760908e-02; 6.980016e-02; 2.828507e-02;-4.400814e-02
-1.660960e-02;-3.851614e-02; 3.810125e-02;-3.401654e-02;-2.062835e-02;-2.903855e-02;-1.288535e-02;-2.943100e-02;-8.698288e-03;-2.910181e-02;-4.336674e-02;-2.566097e-02;-3.539288e-02;-5.076075e-02;-2.838236e-03;-7.403883e-02;-4.837133e-02; 7.139638e-03;-7.465208e-02
-4.066878e-02;-1.031521e-02;-1.175221e-02;-9.244991e-03;-2.027144e-02; 4.394868e-02; 3.075197e-03; 1.426378e-02; 3.667226e-02; 2.470055e-02;-7.374678e-03; 3.448013e-03;-2.790889e-02;-7.836743e-03;-3.169075e-02; 5.574916e-02; 2.017357e-02;-4.166280e-02; 3.517841e-02
 2.271815e-02; 1.279410e-02;-4.367139e-03; 4.598598e-02; 2.435166e-02; 1.651207e-02; 1.050921e-02; 1.411345e-02; 9.327325e-03; 2.472787e-02; 3.519827e-02; 5.793531e-03; 8.670778e-03; 6.923134e-03; 1.959469e-02;-1.597856e-02; 3.551906e-03;-5.298233e-02;-1.561702e-02
-2.924894e-02; 1.852524e-02;-1.533280e-02;-1.905949e-03;-1.370100e-03;-8.622611e-04;-9.759203e-03; 1.477894e-02;-4.185537e-03; 1.596428e-02; 2.461782e-02;-2.447595e-03;-2.492753e-02;-1.272994e-02; 2.136117e-02; 1.507075e-02;-1.278856e-02;-3.434417e-03;-2.301900e-02
-4.999446e-02;-4.122278e-02;-5.387613e-02;-3.078252e-02;-3.027856e-02;-4.640930e-02;-5.539487e-02;-4.129294e-02;-5.776761e-02;-3.041570e-02;-8.383886e-02;-5.614716e-02;-3.320892e-02;-4.319002e-02;-3.022660e-02;-5.623418e-02;-9.167323e-02;-4.566868e-03;-1.148583e-01
 1.927153e-02; 2.955882e-02; 1.739778e-02; 1.599915e-02; 2.135666e-02; 2.807832e-02; 3.004013e-02; 2.910487e-02; 1.806647e-02; 2.128858e-02; 4.775054e-02; 4.156278e-02; 2.592375e-02; 3.597084e-02; 6.024010e-03; 3.148614e-02; 1.717381e-02;-2.872432e-04; 7.020396e-02
 2.274244e-02;-1.718477e-02;-2.374942e-02;-1.998661e-02; 8.350118e-03;-3.157200e-02;-5.129646e-02;-5.806589e-02; 1.561331e-03;-3.099538e-02; 2.041132e-02;-9.791046e-03; 5.092258e-02;-3.755524e-02;-3.655557e-02;-3.982055e-02;-6.329403e-02;-4.122413e-02;-1.175281e-01
-2.531586e-02;-9.106770e-03;-6.722628e-02;-8.412529e-03;-1.579251e-02;-3.824087e-04;-3.385856e-02; 2.009317e-02; 3.598237e-03; 3.243502e-02;-3.188390e-04;-2.318915e-03;-2.336416e-02;-2.083999e-02;-6.809098e-03; 4.981337e-02; 3.453437e-02;-4.693596e-02;-1.009379e-02
 1.245193e-02;-1.857644e-02; 7.291230e-02; 1.846963e-02; 1.564939e-02;-2.543997e-02;-7.190543e-03;-1.046850e-02;-9.196789e-03;-3.586413e-02;-2.504240e-02;-1.752450e-02;-2.931972e-03; 2.635003e-03; 3.369854e-02; 3.779646e-03;-1.295580e-02; 1.313294e-01; 2.073216e-02
 2.065770e-02;-3.580803e-03;-2.466045e-03;-1.799258e-02; 1.398704e-02; 1.347202e-02;-1.189451e-02; 1.191551e-02; 1.751108e-02;-9.473347e-03; 2.334498e-02; 2.864019e-02; 4.330884e-02; 3.200636e-03; 4.927998e-02; 5.634782e-02; 8.915074e-02; 5.247520e-02; 4.428063e-02
