cluster_0;cluster_1;cluster_2;cluster_3;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;cluster_12;cluster_13;cluster_14;cluster_15;cluster_16;cluster_17;cluster_18
-1.427478e-02;-1.362859e-02; 1.599171e-02;-1.787024e-02;-1.784915e-02;-2.277909e-02;-5.137433e-03;-2.652708e-02;-9.293038e-03;-2.645917e-02;-1.361445e-02;-8.868283e-03;-1.796026e-02; 1.740277e-02;-7.629514e-04; 5.053940e-04; 3.407847e-02;-1.331848e-02; 2.835764e-03
 2.211655e-02; 3.679897e-02; 8.562189e-03; 2.671988e-02; 1.821841e-02; 2.152929e-02; 3.292807e-02; 3.856175e-02; 2.103872e-02; 2.960784e-02; 3.972911e-02; 3.554519e-02; 3.411817e-02; 4.129354e-02; 2.237986e-02; 4.458094e-02; 7.466701e-02; 5.598213e-02; 6.389957e-02
 4.785769e-02; 3.781831e-02; 3.573102e-02; 3.985994e-02; 2.679368e-02; 4.037262e-02; 3.169354e-02; 4.469273e-02; 4.452029e-02; 3.418365e-02; 3.365963e-02; 5.199952e-02; 4.882149e-02; 3.269516e-02; 4.549913e-02; 3.758841e-02; 3.931415e-02; 4.785903e-02; 4.220004e-02
-1.441385e-02;-4.806951e-03;-2.000348e-02; 1.586232e-03;-1.591245e-02; 8.068001e-03;-4.823171e-03;-3.332126e-03; 7.809411e-03; 7.539987e-04;-4.888013e-03;-1.338580e-03;-4.208881e-03;-6.753242e-03;-1.141120e-02; 2.778650e-02; 3.299140e-02;-1.641470e-03; 1.849390e-02
-3.158659e-02;-2.701345e-02;-1.358012e-02;-3.087310e-02;-2.802089e-02;-3.740977e-02;-2.646196e-02;-3.652438e-02;-2.069810e-02;-4.770944e-02;-2.834214e-02;-1.007558e-02;-2.302137e-02;-2.428655e-02;-3.546347e-02;-2.909953e-03;-4.343067e-03;-4.590819e-02; 5.817390e-03
 2.012822e-02; 1.529908e-02; 2.625537e-02; 3.024316e-02; 2.308009e-02; 1.896905e-02; 5.480840e-03; 1.133543e-02; 2.703021e-02; 1.555074e-02; 1.771771e-02; 2.106688e-02; 2.535934e-02; 2.129251e-02; 8.679002e-03; 3.153318e-02; 1.415233e-02; 2.761907e-02; 9.606731e-03
 2.188977e-02; 1.747169e-02; 4.406370e-02; 5.019610e-02; 2.760964e-02; 2.013505e-02; 3.604061e-02; 2.203979e-02; 2.886000e-02; 2.625132e-02; 2.504084e-02; 1.508540e-02; 4.119553e-03; 2.401343e-02; 3.497464e-02; 4.132451e-02; 8.645864e-02; 1.809338e-02; 6.903184e-02
-3.236485e-03;-1.370941e-02; 3.503982e-03;-7.314053e-03;-6.750950e-03;-1.687834e-02;-6.221197e-03;-2.998959e-02;-8.536251e-03;-2.480420e-02;-4.432824e-03;-2.358360e-02;-1.617794e-02;-5.177151e-03; 1.153970e-02;-1.204537e-02; 8.509848e-03; 8.240396e-02; 2.612478e-02
 4.185232e-02; 2.462617e-02;-3.180421e-03; 2.466304e-02; 2.734821e-02; 3.657856e-02; 2.265932e-02; 2.683909e-02; 1.919968e-02; 2.849134e-02; 2.345700e-02; 4.117987e-02; 5.498945e-02; 1.491414e-02; 9.391224e-03; 1.459144e-02; 1.634727e-03; 1.701792e-03; 2.451513e-02
-2.225041e-02; 1.609832e-03; 2.054383e-03; 1.563931e-02;-9.349816e-03; 8.586889e-03; 1.432890e-02; 7.879513e-03; 9.112637e-03; 1.436666e-02; 4.476386e-03;-1.113177e-02;-2.994991e-02; 3.881524e-03;-2.380276e-03;-2.082660e-02; 3.345613e-03;-1.698952e-02;-2.668613e-02
 1.147580e-02;-3.578913e-03; 7.537324e-03; 2.704833e-03; 9.766637e-03;-1.726372e-03; 1.485331e-03;-3.424410e-03; 1.914992e-03; 6.124227e-03; 1.247374e-02;-7.318275e-03; 9.780952e-03; 7.456354e-03; 5.938350e-03;-2.057491e-02; 2.962957e-03; 1.677602e-02; 3.634300e-02
 1.379831e-02; 2.964787e-02; 3.726342e-02; 4.827022e-02; 3.715937e-02; 4.027905e-02; 3.108086e-02; 2.812962e-02; 4.273426e-02; 3.883637e-02; 3.222210e-02; 2.003041e-02; 9.251534e-03; 1.051926e-02; 1.773943e-02; 3.036617e-02; 2.448778e-02;-4.888409e-03; 2.821102e-03
-3.119678e-02;-4.163483e-02; 6.578862e-03;-4.623497e-02;-3.319226e-02;-4.128303e-02;-2.962713e-02;-4.372891e-02;-3.696064e-02;-4.589658e-02;-4.731692e-02;-3.802905e-02;-4.471454e-02;-4.205230e-02;-7.144961e-03;-3.859766e-02;-6.138751e-02; 6.743050e-03;-6.015675e-02
-6.491873e-02;-3.004748e-02;-3.728380e-02;-4.158249e-02;-5.189626e-02;-1.468743e-02;-2.604312e-02;-1.384242e-02;-4.721955e-03;-2.398916e-03;-4.896020e-02;-2.937408e-02;-5.306743e-02;-4.071469e-02;-5.445769e-02;-1.052280e-02;-1.452369e-02;-3.985152e-02;-2.270356e-02
 2.929635e-02; 2.802627e-02; 2.726319e-02; 2.916424e-02; 3.154474e-02; 4.797486e-02; 3.301881e-02; 4.962009e-02; 4.273411e-02; 5.281659e-02; 1.566658e-02; 2.719014e-02; 3.002126e-02; 3.817734e-02; 8.205332e-03; 4.230736e-02; 5.664801e-02;-3.833507e-03; 2.910986e-02
 1.470597e-02; 1.744433e-02;-1.553280e-03;-1.005103e-02; 1.457415e-02; 9.979269e-03; 9.260555e-03; 2.439868e-04; 1.102283e-03;-1.053605e-03; 9.070489e-03; 1.290799e-02; 1.391642e-02; 5.250738e-03; 1.793373e-02;-4.030752e-03; 1.724539e-02; 5.946466e-03; 2.726038e-02
-2.310629e-02;-7.318579e-03;-4.226278e-02;-1.827886e-02;-1.845409e-02;-1.405929e-02;-2.358662e-02;-1.334603e-02;-2.134675e-02;-1.060668e-02;-3.134260e-02;-1.975543e-04;-5.241143e-03;-2.096340e-02;-3.361117e-02;-2.481332e-02;-2.109533e-03;-2.245458e-02;-3.401786e-02
-3.560166e-02;-9.733895e-03;-2.006966e-02;-3.165910e-02;-3.532837e-02;-1.785350e-02;-1.403858e-02;-1.356450e-02;-1.774601e-02;-1.056589e-02;-3.084660e-02;-1.835373e-02;-3.721661e-02;-1.350487e-02;-2.872232e-02;-5.417348e-03;-2.051939e-02;-2.320586e-02;-1.102298e-02
-2.612296e-02;-3.282923e-02;-2.623225e-02;-5.780472e-03;-2.360374e-02;-2.457283e-02;-3.803280e-02;-4.279208e-02;-1.575488e-02;-3.270111e-02;-1.422898e-02;-4.033343e-02;-1.071213e-02;-4.067400e-02;-2.460155e-02;-2.260324e-02;-6.601648e-02;-4.070490e-02;-7.278894e-02
-1.882124e-02;-1.993336e-02;-5.689580e-02;-3.953728e-03;-2.532615e-02;-8.964592e-03;-1.973999e-02; 4.223373e-04;-6.879436e-03;-5.107619e-05;-1.113782e-02;-1.558366e-02;-1.201944e-02;-1.634958e-02;-1.719168e-02; 2.961434e-02; 3.137370e-02;-3.635668e-02;-1.526971e-03
