cluster_0;cluster_1;cluster_2;cluster_3;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;cluster_12;cluster_13;cluster_14;cluster_15;cluster_16;cluster_17;cluster_18
-5.352176e-02;-2.314739e-02;-2.154560e-02;-3.057487e-02;-5.312603e-02;-2.438869e-02;-1.516432e-02;-3.655121e-02;-6.362781e-03;-3.816059e-02;-3.337187e-02;-1.147070e-02;-5.781921e-02; 1.984833e-04;-1.412667e-02;-1.861164e-03; 5.961643e-02;-2.033019e-02;-2.611459e-02
 1.588542e-02; 2.412551e-02; 2.169973e-02; 3.714063e-03; 7.926100e-03; 1.097636e-02; 3.005347e-02; 1.679952e-02; 8.081769e-03;-8.156637e-03; 1.723862e-02; 1.611473e-02; 1.069519e-02; 1.763904e-02; 3.297801e-02; 3.764416e-02; 4.970900e-02; 1.074860e-01; 8.447328e-02
 7.568574e-02; 4.279606e-02; 3.936848e-02; 4.724156e-02; 5.149392e-02; 5.153282e-02; 5.627837e-02; 3.800328e-02; 4.024374e-02; 4.503477e-02; 4.084280e-02; 4.609751e-02; 7.521589e-02; 3.651251e-02; 7.150337e-02; 5.731518e-02; 7.902588e-02; 3.512718e-02; 4.694308e-02
-1.824655e-02;-5.164712e-03;-3.278303e-02;-5.397550e-03;-2.689658e-02;-1.508410e-02;-1.013830e-02;-5.474500e-03;-1.085877e-03;-1.958508e-02;-2.036337e-03; 1.313692e-02;-2.487735e-04;-1.383200e-02;-1.285429e-02; 3.508980e-02; 2.887607e-02;-3.557824e-02; 2.363292e-02
-2.204427e-02;-1.839836e-02;-7.063009e-03;-1.144683e-02;-6.929974e-03;-8.103565e-03;-1.319504e-02;-1.990721e-02;-2.188871e-03;-2.742602e-02;-3.557491e-03;-2.205609e-04;-6.228516e-03;-2.408945e-02;-2.859642e-02; 2.493135e-02; 3.151934e-02;-1.587867e-02; 1.883230e-02
 1.889714e-02; 4.655575e-03;-1.724964e-03; 5.761856e-03; 1.669351e-02; 1.496705e-02;-5.676147e-03; 1.236822e-02; 2.119337e-02; 9.952842e-03; 1.357288e-02; 2.851359e-02; 4.051769e-02; 2.951634e-02;-1.633953e-02; 5.212508e-02; 1.607723e-02;-2.473028e-02; 2.520097e-02
-3.922469e-03; 1.621409e-02;-1.837360e-02; 4.091322e-02;-2.245676e-04; 1.205642e-02; 2.775499e-02; 3.593674e-02; 1.480300e-02; 2.845641e-02; 8.550085e-03; 1.454027e-03;-1.406727e-02; 5.629161e-03; 1.661475e-02; 2.956873e-02; 5.542175e-02; 1.939283e-02; 8.579701e-02
-8.744847e-03;-2.178929e-02; 1.901962e-02; 8.110254e-03;-2.800140e-03;-2.340439e-02;-2.279866e-02;-4.419636e-02;-2.071390e-02;-2.622320e-02;-1.606191e-02;-3.765524e-02;-2.306147e-02;-2.086138e-02; 2.671122e-02;-1.387319e-02;-2.481283e-02; 1.104526e-01; 3.765931e-03
 1.270321e-01; 1.105050e-01; 8.993471e-02; 9.962783e-02; 1.138195e-01; 1.347399e-01; 1.118012e-01; 1.148291e-01; 1.034564e-01; 1.133253e-01; 9.739528e-02; 1.088625e-01; 1.305902e-01; 1.035271e-01; 9.078388e-02; 8.886080e-02; 6.023030e-02; 9.277077e-02; 7.423663e-02
-2.060978e-02; 1.729173e-03; 2.291413e-02; 1.493575e-02;-3.028912e-03; 1.930435e-02; 1.734006e-02; 1.443754e-02; 3.476667e-02; 3.305277e-02;-4.812003e-03; 1.149688e-03;-4.017496e-02; 2.376247e-02; 7.317932e-03;-2.271080e-02; 1.821091e-02;-1.455901e-02;-3.024223e-02
