cluster_0;cluster_1;cluster_2;cluster_3;cluster_4;cluster_5;cluster_6;cluster_7;cluster_8;cluster_9;cluster_10;cluster_11;cluster_12;cluster_13;cluster_14;cluster_15;cluster_16;cluster_17;cluster_18
-1.565150e-02;-7.337391e-03; 2.868208e-02;-1.439141e-03;-7.858505e-03;-1.482804e-02; 4.982958e-03;-2.082067e-02; 1.134847e-03;-1.943189e-02; 1.594504e-03;-6.100678e-03;-1.759451e-02; 2.442361e-02; 9.413669e-03; 7.489833e-03; 4.210366e-02;-8.683257e-03; 1.486649e-02
-1.076271e-02; 6.978626e-03;-4.395626e-03; 3.857037e-03;-1.303684e-02;-7.623390e-03; 8.245881e-03; 4.877015e-03;-1.051897e-02;-3.713732e-03;-9.808602e-04;-2.719354e-03;-5.831244e-03; 2.057606e-02; 1.767112e-03; 8.345827e-03; 3.732769e-02; 4.279595e-02; 2.423613e-02
 6.096487e-02; 4.713716e-02; 4.574219e-02; 5.368547e-02; 4.493499e-02; 4.806549e-02; 3.809299e-02; 4.522143e-02; 4.474656e-02; 4.444060e-02; 5.067092e-02; 5.760559e-02; 5.761177e-02; 3.570817e-02; 5.171233e-02; 4.156644e-02; 5.100773e-02; 3.758905e-02; 4.664743e-02
-2.848600e-02;-4.530037e-03;-3.566119e-02;-2.505595e-03;-2.781152e-02; 2.773573e-03;-1.172175e-02;-3.391059e-03; 8.188329e-03;-4.407075e-03;-7.725154e-03;-4.009022e-03;-1.337565e-02;-8.604369e-03;-1.534334e-02; 1.220696e-02; 3.497646e-02;-1.871724e-02; 2.688905e-02
-2.827850e-02;-2.803969e-02;-2.203158e-02;-3.144097e-02;-2.650754e-02;-3.781256e-02;-2.575809e-02;-3.784305e-02;-2.949170e-02;-4.854027e-02;-2.213777e-02;-1.390693e-02;-1.976141e-02;-2.720938e-02;-3.314148e-02;-3.609562e-03; 4.908634e-03;-5.048967e-02; 1.351247e-02
 1.580445e-02; 4.859844e-03; 4.457646e-03; 1.938846e-02; 1.531694e-02; 4.696431e-03; 1.880463e-04;-8.006201e-05; 1.079257e-02; 3.926814e-03; 1.547595e-02; 1.306316e-02; 2.451540e-02; 1.251081e-02;-5.297245e-03; 2.369115e-02; 7.102496e-03; 1.119150e-02; 8.469668e-03
 2.943238e-02; 2.718983e-02; 4.255641e-02; 5.052277e-02; 3.152887e-02; 2.487543e-02; 4.165228e-02; 3.493235e-02; 3.323767e-02; 3.062176e-02; 2.944248e-02; 1.743601e-02; 1.098958e-02; 2.865551e-02; 3.788934e-02; 4.627718e-02; 8.258997e-02; 2.965921e-02; 8.298132e-02
-1.138329e-03;-1.206045e-02; 8.113149e-03; 1.271975e-03;-6.357989e-03;-1.327577e-02;-2.184388e-03;-2.487576e-02;-8.360673e-03;-1.592043e-02;-4.183625e-05;-2.014691e-02;-1.262802e-02;-1.703863e-03; 2.239965e-02;-9.534860e-03; 1.600633e-02; 6.961321e-02; 2.392613e-02
 4.921994e-02; 3.132311e-02; 1.077182e-02; 4.681814e-02; 4.625627e-02; 4.823926e-02; 3.306762e-02; 3.338602e-02; 2.206844e-02; 3.714887e-02; 3.673014e-02; 4.352939e-02; 5.979403e-02; 2.615951e-02; 2.533578e-02; 2.321968e-02;-1.860882e-02; 1.410564e-02; 1.654654e-02
-1.001994e-02; 1.539195e-02; 1.443191e-02; 2.415687e-02; 6.208103e-03; 2.578043e-02; 3.210252e-02; 2.375772e-02; 2.664030e-02; 3.181892e-02;-2.396427e-03;-3.224868e-03;-3.124703e-02; 1.684865e-02; 1.504260e-02; 3.735211e-03; 2.812924e-02;-2.676152e-02;-6.903225e-03
 1.074888e-02;-1.130318e-02;-5.643949e-03;-6.295073e-03; 1.153487e-03;-1.701214e-02;-1.185022e-02;-1.625270e-02;-1.297776e-02;-1.263115e-02; 5.127872e-03;-1.348983e-02; 7.884041e-03; 9.475849e-04;-4.114098e-03;-2.563136e-02;-4.814350e-03; 8.900479e-03; 3.259675e-02
 1.874896e-02; 3.368403e-02; 2.502774e-02; 4.271947e-02; 3.241874e-02; 3.911399e-02; 3.228127e-02; 3.034801e-02; 3.902430e-02; 4.638810e-02; 3.129776e-02; 2.615766e-02; 1.430689e-02; 9.219594e-03; 2.194475e-02; 3.719681e-02; 3.341319e-02; 6.579564e-03; 1.197609e-02
-2.075831e-02;-2.982361e-02; 1.549381e-02;-4.335218e-02;-2.272259e-02;-3.194680e-02;-1.996200e-02;-2.786697e-02;-2.217642e-02;-2.847569e-02;-3.428727e-02;-2.688453e-02;-3.336457e-02;-4.113183e-02;-9.992114e-03;-2.678455e-02;-3.238855e-02;-2.179755e-03;-4.663759e-02
-6.990808e-02;-2.732905e-02;-4.870886e-02;-4.616256e-02;-5.607832e-02;-3.650765e-03;-2.594175e-02;-8.860169e-03; 1.083625e-03; 1.103398e-02;-5.549626e-02;-3.030301e-02;-5.258470e-02;-3.132820e-02;-5.716764e-02;-5.566047e-03; 3.854088e-03;-4.085052e-02;-1.788746e-02
 9.479542e-03; 1.473322e-02; 9.416657e-03; 1.356099e-02; 1.628349e-02; 2.489852e-02; 1.410738e-02; 3.120637e-02; 1.937963e-02; 2.883441e-02; 3.149876e-04; 1.416926e-02; 3.701671e-03; 2.105904e-02;-4.402589e-03; 1.827474e-02; 4.396175e-02;-2.989354e-02; 1.022358e-02
 1.937001e-02; 2.794583e-02;-1.107919e-03;-7.951993e-03; 1.887748e-02; 2.257179e-02; 1.664684e-02; 1.136661e-02; 1.180931e-02; 1.719035e-02; 1.756355e-02; 2.604023e-02; 1.673981e-02; 2.029290e-02; 2.403005e-02; 8.808763e-03; 4.800363e-02; 9.347627e-03; 2.820029e-02
-1.845481e-02; 1.006319e-02;-4.314875e-02;-1.242790e-03;-3.850657e-03;-3.815744e-03;-1.964627e-02;-2.274528e-03;-1.326044e-02; 4.636789e-03;-1.663272e-02; 1.594966e-02; 1.657722e-03;-5.410573e-03;-2.872474e-02;-1.333603e-02;-8.172314e-03;-6.932691e-03;-3.388263e-02
-3.027876e-02;-1.258307e-02;-2.601143e-02;-2.832473e-02;-2.870564e-02;-1.793137e-02;-1.333117e-02;-1.899325e-02;-2.349293e-02;-1.333707e-02;-2.368367e-02;-1.582556e-02;-2.791341e-02;-8.620973e-03;-3.664561e-02;-4.902589e-03;-2.050491e-02;-2.617164e-02;-2.709050e-02
-1.758865e-02;-2.824119e-02;-3.316982e-02;-1.642599e-03;-2.169256e-02;-2.163540e-02;-3.964943e-02;-4.235602e-02;-9.991579e-03;-3.164127e-02;-7.120249e-03;-2.925880e-02; 2.373694e-03;-4.130594e-02;-2.711719e-02;-3.111291e-02;-5.901735e-02;-3.363002e-02;-6.615717e-02
-8.980779e-03;-1.145837e-02;-3.568197e-02; 2.997450e-03;-1.675366e-02; 3.062116e-03;-1.141876e-02; 9.107970e-03; 3.442339e-03; 4.014405e-03;-1.205849e-02;-4.582870e-03;-2.051517e-03; 7.519634e-03;-1.125626e-02; 4.302445e-02; 4.562400e-02;-2.154113e-02; 3.260568e-03
 3.783238e-02; 1.498387e-02; 6.390522e-02; 4.147214e-02; 3.617407e-02; 1.012065e-02; 3.032029e-02; 1.398888e-02; 2.090938e-02; 2.837095e-03; 2.391943e-02; 7.214171e-03; 3.576666e-02; 3.228790e-02; 5.859321e-02; 1.017309e-02; 3.543943e-02; 6.530284e-02; 4.745474e-02
